headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
in,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,in,"中へ(に) / 在宅して,帰って / (乗り物などが)到着して,(時期・季節が)来て / 出回って,流行して",,"中へ(に) / 在宅して,帰って / (乗り物などが)到着して,(時期・季節が)来て / 出回って,流行して",/ɪn/,3208201,She walked in the room quietly.,彼女は静かに部屋に入った。,3008697
inch,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,inch,"インチ(尺度の単位で1/12foot,2.54cm;《略》in.,in)  / わずかな距離,少量,少額,少し  / 《まれ》《複数形で》身長,背たけ",,"インチ(尺度の単位で1/12foot,2.54cm;《略》in.,in)  / わずかな距離,少量,少額,少し  / 《まれ》《複数形で》身長,背たけ",/ɪntʃ/,21399,He measured the length of the table in inches.,彼はテーブルの長さをインチで測った。,3000078
include,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,include,"〈他〉を含む / 《...の中に》...を入れる, を込める《in, among, with ...》",,"〈他〉を含む / 《...の中に》...を入れる, を込める《in, among, with ...》",/ɪnˈkluːd/,21427,I always include a salad with my dinner.,私はいつも夕食にサラダを入れます。,3000082
increase,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,increase,"増える,増大する  / (…に)…‘を'増やす《+名+to+名》",,"増える,増大する  / (…に)…‘を'増やす《+名+to+名》",/ɪnˈkriːs/,9702725,They intended to increase the military budget.,彼らは軍事予算を増大させようとした。,23035
indeed,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,indeed,"《文全体または前の語を強調して》実に,全く, 本当に / 《前に言ったことを確認あるいは強調して》実は, 事実はそれどころか, 実はむしろ / 《譲歩を表して》なるほど,いかにも / 《話》まさか,まあ,ほんとうかい",,"《文全体または前の語を強調して》実に,全く, 本当に / 《前に言ったことを確認あるいは強調して》実は, 事実はそれどころか, 実はむしろ / 《譲歩を表して》なるほど,いかにも / 《話》まさか,まあ,ほんとうかい",/ɪnˈdid/,21542,"Indeed, it was a beautiful day.",実に、それは美しい日でした。,3000105
independence,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,independence,"(…からの)独立,自立,独立心《+of(from)+名》",,"(…からの)独立,自立,独立心《+of(from)+名》",/ɪndɪˈpɛndəns/,21565,The country fought for its independence from colonial rule.,その国は植民地支配からの独立を求めて戦った。,3000111
indicate,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,indicate,"…‘を'指し示す,指摘する  / …‘を'簡単に述べる,知らせる",,"…‘を'指し示す,指摘する  / …‘を'簡単に述べる,知らせる",/ˈɪndɪkeɪt/,21597,Can you indicate where the nearest restroom is?,最寄りのトイレはどこかを示していただけますか？,3000122
indoor,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,indoor,"室内の,屋内の",,"室内の,屋内の",/ˈɪn.dɔr/,21669,"I prefer indoor activities, such as reading or painting.",私は読書や絵画などの室内の活動を好みます。,3000142
inexpensive,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,inexpensive,"安い,費用のかからない",,"安い,費用のかからない",/ɪnˈɛkspɛnsɪv/,21747,This restaurant offers inexpensive meals.,このレストランは安価な食事を提供しています。,3000154
influence,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,influence,影響,,影響,/ˈɪn.flʊ.əns/,21838,He has influence in politics.,彼は政治に影響力を持っている。,29045
injure,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,injure,"...を傷つける, ...に損害を与える / (感情・名声など) を傷つける, 害する",,"...を傷つける, ...に損害を与える / (感情・名声など) を傷つける, 害する",/ˈɪn.dʒər/,21928,He accidentally injured his hand while chopping vegetables.,彼は野菜を切っている最中に手を誤って傷つけました。,3000210
inner,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,inner,"内側の,内部の,奥の  / 精神の,心の  / 親密な;内密の",,"内側の,内部の,奥の  / 精神の,心の  / 親密な;内密の",/ˈɪnər/,21954,The inner layer of the cake is filled with chocolate.,ケーキの内側の層にはチョコレートが詰まっています。,3000217
insect,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,insect,昆虫;(一般に)虫,,昆虫;(一般に)虫,/ˈɪnˌsɛkt/,22017,I saw a beautiful insect in the garden.,私は庭で美しい昆虫を見ました。,3000234
inside,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,inside,"中へ(で),屋内で(に)([[indoors]])",,"中へ(で),屋内で(に)([[indoors]])",/ɪnˈsaɪd/,3208205,The children played inside while it rained outside.,子供たちは外で雨が降っている間、中で遊んでいた。,1625294
inspiration,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,inspiration,"〈U〉霊感,インスピレーション  / 〈C〉インスピレーション(霊感,激励)を与える人(物,事)  / (霊感によって得た)すばらしい考え(行動),天来の妙案  / 〈U〉息を吸いこむこと(inhalation)",,"〈U〉霊感,インスピレーション  / 〈C〉インスピレーション(霊感,激励)を与える人(物,事)  / (霊感によって得た)すばらしい考え(行動),天来の妙案  / 〈U〉息を吸いこむこと(inhalation)",/ˌɪn.spəˈreɪ.ʃən/,22080,She found inspiration in nature.,彼女は自然の中にインスピレーションを見出した。,3000254
instant,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,instant,"一瞬の間,瞬間(moment)  / 《the,this,thatなどを伴って》(…の)ちょうどその瞬間,まさに(…の)時  / 即時の,すぐの,即刻の  / 《名詞の前にのみ用いて》急の,緊急の(urgent)  / 即席の,インスタント[料理]の  / 《古》今月の",,"一瞬の間,瞬間(moment)  / 《the,this,thatなどを伴って》(…の)ちょうどその瞬間,まさに(…の)時  / 即時の,すぐの,即刻の  / 《名詞の前にのみ用いて》急の,緊急の(urgent)  / 即席の,インスタント[料理]の  / 《古》今月の",/ˈɪnstənt/,22095,I saw an instant flash of light.,私は一瞬の光を見た。,3000262
instead,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,instead,"その代わりとして, それよりも, そうではなく",,"その代わりとして, それよりも, そうではなく",/ɪnˈstɛd/,22102,I decided to walk instead of taking the bus.,バスに乗る代わりに歩くことに決めました。,3000264
instrument,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Free time, entertainment",,instrument,〈C〉(主として精密な) 器具 / 楽器 / 手段,,〈C〉(主として精密な) 器具 / 楽器 / 手段,/ˈɪn.strə.mənt/,22125,He plays a musical instrument.,彼は楽器を演奏します。,3000275
intelligence,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Personal identification",,intelligence,"知能, 知性, 情報部,謀報機関",,"知能, 知性, 情報部,謀報機関",/ɪnˈtɛl.ə.dʒəns/,22179,He works in the intelligence department.,彼は情報部で働いています。,3000295
intelligent,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,intelligent,"理且力のある,そう明な,知能の高い",,"理且力のある,そう明な,知能の高い",/ɪnˈtɛlɪdʒənt/,22182,She is an intelligent woman.,彼女は知的な女性だ。,3000296
interest,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: Personal identification",,interest,"〈C〉〈U〉《...に対する》興味, 関心《in ...》 / 〈C〉関心事 / 《しばしば複数形で》利益 / 〈U〉(借金などの) 利子",,"〈C〉〈U〉《...に対する》興味, 関心《in ...》 / 〈C〉関心事 / 《しばしば複数形で》利益 / 〈U〉(借金などの) 利子",/ˈɪntrəst/,9702736,I have a lot of interest in learning new languages.,新しい言語を学ぶことにとても興味があります。,3000288
international,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,international,"国際的な,国家間の,万国の  / 国際関係の  / 国際競技,国際試合  / 国際試合出場者",,"国際的な,国家間の,万国の  / 国際関係の  / 国際競技,国際試合  / 国際試合出場者",/ɪntərˈnæʃənəl/,22303,She has an international background.,彼女は国際的なバックグラウンドを持っています。,3000315
invade,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,invade,〈敵が〉…‘に'侵入する  / 〈人が〉…‘に'押し寄せる  / 〈権利など〉‘を'侵害する(violate)  / 〈病気などが〉…‘を'おかす,,〈敵が〉…‘に'侵入する  / 〈人が〉…‘に'押し寄せる  / 〈権利など〉‘を'侵害する(violate)  / 〈病気などが〉…‘を'おかす,/ɪnˈveɪd/,22433,The enemy plans to invade our territory.,敵は私たちの領土に侵入する計画です。,3000349
invent,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,invent,"…‘を'発明する,考え出す  / …‘を'でっち上げる",,"…‘を'発明する,考え出す  / …‘を'でっち上げる",/ɪnˈvɛnt/,22450,He was able to invent a new device.,彼は新しい装置を発明することができました。,3000355
invention,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,invention,"〈U〉(…の)発明《+of+名》  / 〈C〉発明品  / 〈U〉〈C〉作り事,でっち上げ  / 〈U〉発明の才[のあること]",,"〈U〉(…の)発明《+of+名》  / 〈C〉発明品  / 〈U〉〈C〉作り事,でっち上げ  / 〈U〉発明の才[のあること]",/ɪnˈvɛnʃən/,22451,The invention of the telephone revolutionized communication.,電話の発明はコミュニケーションに革命をもたらした。,3000356
invite,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,invite,"〈他〉《...に》〈人〉を招待する, を招く《to ...》 / …を丁重に依頼する /  〈物事が〉…を誘い起こす,を誘発する",,"〈他〉《...に》〈人〉を招待する, を招く《to ...》 / …を丁重に依頼する /  〈物事が〉…を誘い起こす,を誘発する",/ɪnˈvaɪt/,22484,I would like to invite you to my birthday party.,私はあなたを私の誕生日パーティーに招待したいと思います。,3000369
issue,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: ",,issue,"〈C〉問題, 問題点 / 〈U〉(印刷物などの) 発行, (法令などの)発布 / 〈C〉発行物",,"〈C〉問題, 問題点 / 〈U〉(印刷物などの) 発行, (法令などの)発布 / 〈C〉発行物",/ˈɪʃuː/,22678,The company is facing a major issue with its supply chain.,会社は供給チェーンに重大な問題を抱えています。,3000417
IT,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,IT,"情報技術, IT（information technology）",,"情報技術, IT（information technology）",/ˌaɪˈtiː/,9704152,We are facing the increasing use of IT in all aspects of today's society.,現代社会のあらゆる場面でITの活用が進んでいる。,4014370
itself,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,itself,"《強意用法》《名詞と同格に用いて》それ自身,それ自体,そのもの  / 《再帰用法》《動詞・前置詞の目的語として》それ自身を(に),それ自体を(に)",,"《強意用法》《名詞と同格に用いて》それ自身,それ自体,そのもの  / 《再帰用法》《動詞・前置詞の目的語として》それ自身を(に),それ自体を(に)",/ɪtˈsɛlf/,22705,The book itself is very interesting.,その本自体はとても面白いです。,3000429
jam,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Food and drink",,jam,"(動きがとれないほどの)混雑,雑踏,押し合い / (機械などが)動かなくなること,故障 / 《話》苦しいはめ,苦境,窮地",,"(動きがとれないほどの)混雑,雑踏,押し合い / (機械などが)動かなくなること,故障 / 《話》苦しいはめ,苦境,窮地",/dʒæm/,9714731,The subway station was a jam of people during rush hour.,ラッシュアワー中、地下鉄の駅は人々で混雑していました。,6535446
jelly,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,jelly,"『ゼリー』(果汁にゼラチンの類を加えて固めた菓子または料理) / ゼリー状のもの / ゼリーになる,ゼリー状に固まる / …‘を'ゼリーにする,ゼリー状に固める",,"『ゼリー』(果汁にゼラチンの類を加えて固めた菓子または料理) / ゼリー状のもの / ゼリーになる,ゼリー状に固まる / …‘を'ゼリーにする,ゼリー状に固める",/'dʒɛli/,22860,I love eating jelly for dessert.,デザートにゼリーを食べるのが大好きです。,3000473
joke,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,joke,"冗談,笑い話  / からかい,いたずら  / こっけいなもの,物笑いの種",,"冗談,笑い話  / からかい,いたずら  / こっけいなもの,物笑いの種",/dʒoʊk/,23021,It was just a joke.,ちょっとした冗談のつもりで言っただけです。,114704
journey,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Travel",,journey,"旅行,旅  / 旅程,行程  / 《比喩(ひゆ)的に》旅路;(…への)道程,道《+to+名》  / 旅行する",,"旅行,旅  / 旅程,行程  / 《比喩(ひゆ)的に》旅路;(…への)道程,道《+to+名》  / 旅行する",/d͡ʒɜːrni/,23056,I am planning a journey to Japan next month.,来月、私は日本への旅行を計画しています。,3000516
joy,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,joy,"〈U〉(幸福感に満ちた大きな)喜び,うれしさ,歓喜〈C〉喜びの種",,"〈U〉(幸福感に満ちた大きな)喜び,うれしさ,歓喜〈C〉喜びの種",/dʒɔɪ/,23063,She couldn't contain her joy when she received the good news.,彼女はその良い知らせを受け取ったとき、喜びを抑えることができなかった。,3000517
junior,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,junior,"若いほうの,年下の;年少者から成る(向けの)  / (役職などが)下の,下級の;後進の,後輩の  / 《米》(大学・高校の4(3,2)年制で)3(2,1)年生の  / 《通例one's~》年少者,年下の人;下位の人,後輩  / 《米》(大学・高校の4(3,2)年制で)3(2,1)年生(卒業の年の前年)  / 《J-》《米》うちの息子",,"若いほうの,年下の;年少者から成る(向けの)  / (役職などが)下の,下級の;後進の,後輩の  / 《米》(大学・高校の4(3,2)年制で)3(2,1)年生の  / 《通例one's~》年少者,年下の人;下位の人,後輩  / 《米》(大学・高校の4(3,2)年制で)3(2,1)年生(卒業の年の前年)  / 《J-》《米》うちの息子",/dʒuːnɪər/,23145,She is a junior employee at the company.,彼女は会社の若手社員です。,3000530
junk,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: ",,junk,"〈U〉廃品,くず / 《話》(一般に)値打ちのないもの, がらくた / 《俗》ヘロイン /",,"〈U〉廃品,くず / 《話》(一般に)値打ちのないもの, がらくた / 《俗》ヘロイン /",/dʒʌŋk/,23151,I found some junk in the attic.,私は屋根裏部屋でいくつかのがらくたを見つけました。,3000535
killer,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: Relations with other people",,killer,殺人者;屠殺(とさつ)者;殺し屋,,殺人者;屠殺(とさつ)者;殺し屋,/ˈkɪlər/,23366,The detective finally caught the serial killer.,刑事はついに連続殺人犯を捕まえた。,3000575
kilo,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kilo,キログラム(kilogram) / キロメートル(kilometer),,キログラム(kilogram) / キロメートル(kilometer),/ˈkiːləʊ/,23372,I bought five kilos of apples at the grocery store.,私はスーパーでりんごを5キログラム買いました。,3000574
kilogram/kilogramme,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kilogram,"キログラム(《略》kg.,kg)",,"キログラム(《略》kg.,kg)",/ˈkɪləˌɡræm/,23374,I weighed myself and found out that I am 60 kilograms.,体重を計ったら、私は60キログラムだとわかった。,1641773
kilometer/kilometre,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kilometer,"キロメートル(《略》km.,km)",,"キロメートル(《略》km.,km)",/kɪˈlɒmɪtər/,23379,I walked five kilometers today.,今日は5キロメートル歩きました。,3000593
kind,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kind,"《...に》親切な, 優しい, 思いやりのある《to ...》",,"《...に》親切な, 優しい, 思いやりのある《to ...》",/kaɪnd/,23388,She is a kind person.,彼女は親切な人です。,3000594
kindly,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kindly,"『親切な』,思いやりのある / 《文》(気候などが)快い,気持ちのよい;温和な / 《文》(土地が農作物などに)適した(favorable)",,"『親切な』,思いやりのある / 《文》(気候などが)快い,気持ちのよい;温和な / 《文》(土地が農作物などに)適した(favorable)",/'kaɪndli/,9702754,Our teacher is at once stern and kindly.,我々の先生は厳しくもあり、かつ優しくもある。,98377
kingdom,noun,"CoreInventory_1: Nationalities and countries

CoreInventory 2: 

Threshold: Places",,kingdom,"〈C〉『王国』 / 〈C〉(学問・芸術・活動などの独立した)分野,世界,領域 / 〈C〉(特に自然界を三大区分した)界 / 〈U〉神(キリスト)の国,御国(みくに)",,"〈C〉『王国』 / 〈C〉(学問・芸術・活動などの独立した)分野,世界,領域 / 〈C〉(特に自然界を三大区分した)界 / 〈U〉神(キリスト)の国,御国(みくに)",/ˈkɪŋdəm/,23422,The kingdom was ruled by a wise and just king.,その王国は賢明で公正な王によって統治されていた。,1633982
kit,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kit,"〈C〉(特定の目的のための) 用具一式 / 一式の用具を入れる箱, 《主に英国で用いられる》〈…に〉〔…の〕装備をつけさせる 〈out，up〉〔with〕.",,"〈C〉(特定の目的のための) 用具一式 / 一式の用具を入れる箱, 《主に英国で用いられる》〈…に〉〔…の〕装備をつけさせる 〈out，up〉〔with〕.",/kɪt/,23450,I bought a new tool kit for my home repairs.,私は家の修理のために新しい工具セットを買いました。,3000605
knock,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,knock,"(…を)打つこと,(…に対する)一打(撃)《+on+名》  / (…を)ノックすること(音)《+on(at)+名》",,"(…を)打つこと,(…に対する)一打(撃)《+on+名》  / (…を)ノックすること(音)《+on(at)+名》",/nɑk/,9702761,There was a knock at the front door.,玄関で扉を叩く音がした。,88993
knowledge,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,knowledge,"《時にa ~》知識,精通,認識,理解  / (…を)知っていること《+that 節》",,"《時にa ~》知識,精通,認識,理解  / (…を)知っていること《+that 節》",/'nɑlɪdʒ/,23553,Having knowledge about a wide range of topics is important.,様々なトピックについての知識を持つことは重要です。,3000629
labor/labour,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,labor,〈U〉労働 / 労働者 / 〈C〉(個々の骨の性れる) 仕事,,〈U〉労働 / 労働者 / 〈C〉(個々の骨の性れる) 仕事,/'leɪbər/,23664,Labor unions play an important role in protecting workers' rights.,労働組合は労働者の権利を守る重要な役割を果たしています。,3000652
lack,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lack,不足；欠乏,,不足；欠乏,/læk/,23697,There is a lack of communication in the team.,チーム内でのコミュニケーションが不足しています。,3000666
lake,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: House and home, environment",,lake,"〈C〉湖, 湖水 / (必要以上の大量の)液体 / 《a ~ of ...》大量の...",,"〈C〉湖, 湖水 / (必要以上の大量の)液体 / 《a ~ of ...》大量の...",/leɪk/,23754,I went fishing at the lake.,私は湖で釣りをしました。,3000676
lamp,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: House and home, environment",,lamp,"(電気・ガス・石油などの)ランプ,灯火,明かり  / (照明用以外の)ランプ  / (知的・精神的な)光,光明",,"(電気・ガス・石油などの)ランプ,灯火,明かり  / (照明用以外の)ランプ  / (知的・精神的な)光,光明",/læmp/,23787,I turned on the lamp to brighten up the room.,部屋を明るくするためにランプをつけました。,3000685
land,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,land,"(…に)〈飛行機などが〉着陸(着水)する《+at(in, on)+名》  / (…に)〈船が〉着岸する,陸づけする《+at(in)+名》  / (…に)〈人が〉船から上陸する《+at(in, on)+名》  / (ある所・物に)〈物が〉当たって止まる;〈鳥が〉舞い降りる《+at(in, on)+名》  / (悪い状態に)なる,陥る《+up in+名》 / 《話》〈職・賞など〉‘を'得る,獲得する",,"(…に)〈飛行機などが〉着陸(着水)する《+at(in, on)+名》  / (…に)〈船が〉着岸する,陸づけする《+at(in)+名》  / (…に)〈人が〉船から上陸する《+at(in, on)+名》  / (ある所・物に)〈物が〉当たって止まる;〈鳥が〉舞い降りる《+at(in, on)+名》  / (悪い状態に)なる,陥る《+up in+名》 / 《話》〈職・賞など〉‘を'得る,獲得する",/lænd/,606406,The helicopter landed on the rooftop.,ヘリコプターは屋上に着陸しました。,2999630
landscape,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,landscape,"〈C〉(土地の) 風景, 景色 / 風景画 / 〈U〉風景画法 /",,"〈C〉(土地の) 風景, 景色 / 風景画 / 〈U〉風景画法 /",/lændskeɪp/,23835,The landscape of the countryside is breathtaking.,田舎の風景は息をのむほど美しいです。,3000697
lane,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: Travel",,lane,"〈C〉小道, 路地 / (船・飛行機などの)航路,(車道の)車線 / (ボウリングの)レーン",,"〈C〉小道, 路地 / (船・飛行機などの)航路,(車道の)車線 / (ボウリングの)レーン",/leɪn/,23842,I drove down a narrow lane to get to the cottage.,私はコテージに行くために狭い道を車で走りました。,3000700
last,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,last,"最後の / 《時を表す語につけて》すぐ前の / 最新の / 《the ~ A to do / that ...》最も...しそうにないA, 最も...でないA",,"最後の / 《時を表す語につけて》すぐ前の / 最新の / 《the ~ A to do / that ...》最も...しそうにないA, 最も...でないA",/læst/,23927,This is the last chance.,これが最後のチャンスです。,3000716
last,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,last,《the ~》最後の人（もの）/ 〈C〉靴型,,《the ~》最後の人（もの）/ 〈C〉靴型,/læst/,23925,He was the last but two to arrive.,彼は終わりから３番目に着いた。,30080
latest,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,latest,"最も遅い / 『最近の』,最新の / 《名詞的に》《単数扱い》(ニュース・流行・製品などの)最も新しいもの / いちばん遅く",,"最も遅い / 『最近の』,最新の / 《名詞的に》《単数扱い》(ニュース・流行・製品などの)最も新しいもの / いちばん遅く",/'leɪtəst/,23957,I just bought the latest smartphone.,最新のスマートフォンを買ったばかりだ。,1638079
latter,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,latter,"(ある期間のうち)後半の,後のほうの",,"(ある期間のうち)後半の,後のほうの",/'lætər/,23975,I prefer the latter half of the year.,私は年の後半を好みます。,3000731
latter,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,latter,《かたく》 《the~》(前述した二者のうちの) 後者,,《かたく》 《the~》(前述した二者のうちの) 後者,/'lætər/,9704158,Of these it is the latter one that is important.,このうち大事なのは後者の方です。,1398
law,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: Relations with other people",,law,"〈U〉《the ~》《集合的に》(法律・法規を総称して)法  / 〈U〉〈C〉(個々の)法律,法規  / 〈U〉法の[統制]力  / 〈U〉法律学  / 〈U〉弁護士[業]  / 〈U〉《the law》警察[力],警官(police)  / 〈U〉法の適用(発動);訴訟(legal action)  / 〈C〉(科学・芸術などでの)法則,きまり  / 〈C〉〈U〉(一般に従うべき)おきて,ならわし,規則",,"〈U〉《the ~》《集合的に》(法律・法規を総称して)法  / 〈U〉〈C〉(個々の)法律,法規  / 〈U〉法の[統制]力  / 〈U〉法律学  / 〈U〉弁護士[業]  / 〈U〉《the law》警察[力],警官(police)  / 〈U〉法の適用(発動);訴訟(legal action)  / 〈C〉(科学・芸術などでの)法則,きまり  / 〈C〉〈U〉(一般に従うべき)おきて,ならわし,規則",/lɔː/,24022,He studied law at Harvard University.,彼はハーバード大学で法学を勉強しました。,3000745
lawyer,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,lawyer,〈C〉弁護士 / 法律学者,,〈C〉弁護士 / 法律学者,/ˈlɔɪər/,24039,He hired a lawyer to help with his legal case.,彼は法的な問題を手伝ってもらうために弁護士を雇った。,3000750
laziness,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,laziness,"怠惰,無精",,"怠惰,無精",/ˈleɪzi.nəs/,24066,His laziness prevented him from completing the project on time.,彼の怠惰さが彼をプロジェクトを時間通りに完成させることを妨げた。,3000761
lead,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lead,"〈U〉鉛 / 〈C〉鉛のおもり,測鉛 / 《複数形で》(ガラスをはめる)鉛の枠 / 〈U〉〈C〉黒鉛,鉛筆のしん / 〈U〉(鉛の)弾丸  / 〈U〉《the~》先頭",,"〈U〉鉛 / 〈C〉鉛のおもり,測鉛 / 《複数形で》(ガラスをはめる)鉛の枠 / 〈U〉〈C〉黒鉛,鉛筆のしん / 〈U〉(鉛の)弾丸  / 〈U〉《the~》先頭",lɛd,24080,Exposure to lead-based paint can cause lead poisoning.,鉛含有塗料にさらされると、鉛中毒を引き起こすことがあります。,1632369
learner,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,learner,学習者;初学者,,学習者;初学者,/ˈlɜːrnər/,24124,She is a dedicated learner.,彼女は熱心な学習者です。,3000781
least,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,least,"最も少ない, 最小の",,"最も少ない, 最小の",/li:st/,9714707,This is the least expensive item in the store.,これは店で最も安い商品です。,6535395
leather,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,leather,"〈U〉(動物の) なめし, 革 / 〈C〉革製品 / （他の名詞をともなって形容詞的に）革製の",,"〈U〉(動物の) なめし, 革 / 〈C〉革製品 / （他の名詞をともなって形容詞的に）革製の",/ˈlɛðər/,24136,She bought a new leather jacket.,彼女は新しい革のジャケットを買いました。,3000786
left,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,left,"左に,左方に",,"左に,左方に",/lɛft/,9703692,He turned left at the intersection.,彼は交差点で左に曲がりました。,3223599
left,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,left,"〈U〉《 the ~》左, 左側 / 左翼の政党, 左派 / 〈C〉左翼手 / (ボクシングで)左手打ち",,"〈U〉《 the ~》左, 左側 / 左翼の政党, 左派 / 〈C〉左翼手 / (ボクシングで)左手打ち",/lɛft/,9703691,He found his keys in the left pocket of his jacket.,彼はジャケットの左ポケットで彼の鍵を見つけました。,3223444
left-hand,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,left-hand,"《名詩の前にのみ用いて》 / 左側の,左方の / 左手による,左手の",,"《名詩の前にのみ用いて》 / 左側の,左方の / 左手による,左手の",/lɛft hænd/,24180,He held the pen in his left hand.,彼はペンを左手で持っていた。,3000799
leisure,noun,"CoreInventory_1: Leisure activities

CoreInventory 2: 

Threshold: Free time, entertainment",,leisure,〈U〉余暇 / 暇 / 自由な時間 / （名詞をともなって形容詞的に）暇な / 有閑な,,〈U〉余暇 / 暇 / 自由な時間 / （名詞をともなって形容詞的に）暇な / 有閑な,/'liːʒər/,24251,I enjoy leisure activities such as reading and hiking.,私は読書やハイキングなどのレジャー活動を楽しんでいます。,3000804
lemon,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Food and drink",,lemon,"〈C〉;レモン;レモンの木 / 〈U〉レモン色(lemon yellow) / 〈C〉《米》無価値な物;商品、製品などの「はずれ」・不良商品・欠陥商品・《英俗》だめな人,魅力のない物(人) / レモンの(入りの,色の)",,"〈C〉;レモン;レモンの木 / 〈U〉レモン色(lemon yellow) / 〈C〉《米》無価値な物;商品、製品などの「はずれ」・不良商品・欠陥商品・《英俗》だめな人,魅力のない物(人) / レモンの(入りの,色の)",/ˈlɛmən/,24259,I added a slice of lemon to my water.,私は水にレモンのスライスを加えました。,3000809
