headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
mortal,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mortal,"『必ず死ぬ運命の』 / 『致命題な』,命とりの(fatal) / 《名詞の前にのみ用いて》(はかない)人間の,現世の / 《名詞の前にのみ用いて》死ぬまで続く;殺さずにはおかない / 死の;死のぎわの / 《名詞の前にのみ用いて》《話》非常な,はなはだしい / 許すことのできない,永遠の死を招く / 《しばしばおどけて》人間",,"『必ず死ぬ運命の』 / 『致命題な』,命とりの(fatal) / 《名詞の前にのみ用いて》(はかない)人間の,現世の / 《名詞の前にのみ用いて》死ぬまで続く;殺さずにはおかない / 死の;死のぎわの / 《名詞の前にのみ用いて》《話》非常な,はなはだしい / 許すことのできない,永遠の死を招く / 《しばしばおどけて》人間",/'mɔːrtl̩/,27559,All living beings are mortal.,すべての生物は必ず死ぬ運命です。,3001644
mortar,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mortar,"モルタル,しっくい",,"モルタル,しっくい",/'mɔrtər/,27564,I used a mortar to grind the spices.,スパイスを挽くのにすり鉢を使った。,1651329
mortgage,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mortgage,"〈C〉抵当, 担保, 住宅ローン",,"〈C〉抵当, 担保, 住宅ローン",/ˈmɔːrɡɪdʒ/,27567,I need to apply for a mortgage to buy a house.,家を買うために住宅ローンを申し込む必要があります。,3001645
mortify,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mortify,"〈感情・欲情など〉‘を'抑制する,克服する / 《しばしば受動態で》…‘を'くやしがらせる",,"〈感情・欲情など〉‘を'抑制する,克服する / 《しばしば受動態で》…‘を'くやしがらせる",/mɔrˈtɪfaɪ/,27574,The teacher's harsh words mortified the student.,先生のきつい発言が、生徒に恥をかかせた,1627211
mother-in-law,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,mother-in-law,"夫(妻)の母,義母,しゅうとめ",,"夫(妻)の母,義母,しゅうとめ",/ˈmʌðər ɪn lɔː/,27614,My mother-in-law is coming to visit us this weekend.,今週末、夫の母が私たちを訪ねてきます。,3001658
motion,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,motion,"〈U〉動くこと,運動,運行,移動  / 〈C〉動作;身ぶり,合図  / 〈C〉(議会などの)動議,提案;（法廷での）申請,申し立て  /",,"〈U〉動くこと,運動,運行,移動  / 〈C〉動作;身ぶり,合図  / 〈C〉(議会などの)動議,提案;（法廷での）申請,申し立て  /",/moʊʃən/,27627,The motion of the waves was mesmerizing.,波の動きは魅了的でした。,3001661
motivated,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,motivated,やる気のある,,やる気のある,/moʊtɪveɪtɪd/,9704477,"The motivated workers exceeded all expectations, completing the project ahead of schedule and under budget.",やる気のある従業員はすべての期待を上回り、プロジェクトを予定より早く、予算内で完了させました。,4435241
motorbike,noun,"CoreInventory_1: Ways of travelling

CoreInventory 2: 

Threshold: Travel",,motorbike,モーターバイク(小型の原動機を取り付けた自転車) / 小型オートバイ,,モーターバイク(小型の原動機を取り付けた自転車) / 小型オートバイ,/ˈmoʊ.tər.baɪk/,27643,I rode my motorbike to work today.,今日はバイクで仕事に行きました。,1643418
motorist,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,motorist,"自動車を乗り回す人,自動車旅行者",,"自動車を乗り回す人,自動車旅行者",/ˈmoʊtərɪst/,27650,The motorist drove through the city at high speed.,モータリストは高速で街を走りました。,1643421
mount,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mount,...を登る / (馬・車)に乗る / を乗せる / 《...の上に》を載せる《on ...》 / 登る / 馬に乗る,,...を登る / (馬・車)に乗る / を乗せる / 《...の上に》を載せる《on ...》 / 登る / 馬に乗る,/maʊnt/,27665,She loves to mount the horse and go for a ride.,彼女は馬に乗って散歩するのが大好きです。,3001671
mournful,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mournful,"『悲しみに沈んだ』,悲嘆にくれた / 『痛ましい』,悲しい",,"『悲しみに沈んだ』,悲嘆にくれた / 『痛ましい』,悲しい",/mɔrnfəl/,27693,She wore a mournful expression after hearing the news.,彼女はそのニュースを聞いて悲しみに沈んだ表情をしていた。,1641088
mover,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mover,動き人(物);動かす人(物) / 《米》引っ越し荷物運搬業者 / 発起人;動議提出者,,動き人(物);動かす人(物) / 《米》引っ越し荷物運搬業者 / 発起人;動議提出者,/ˈmuːvər/,27721,The mover helped us move all our furniture to the new house.,引っ越し業者が私たちの家具を新しい家に運ぶのを手伝ってくれました。,1633510
moving,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,moving,"動く,動いている / 動きを起こす / 感動させる / 運搬用の",,"動く,動いている / 動きを起こす / 感動させる / 運搬用の",/'muːvɪŋ/,27724,The car is moving slowly.,車がゆっくりと動いています。,3001689
muddy,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,muddy,"泥をかぶった,泥だらけの,ぬかるみの / (液体・光・音などが)濁った,曇った / (考え・表現などが)混乱した,はっきりしない",,"泥をかぶった,泥だらけの,ぬかるみの / (液体・光・音などが)濁った,曇った / (考え・表現などが)混乱した,はっきりしない",/ˈmʌdi/,27782,I slipped and fell into the muddy puddle.,私は滑って泥の水たまりに落ちた。,1643446
multiple,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,multiple,"多数の, 多数の部分から成る, 複合の / 倍数の / 〈C〉倍数",,"多数の, 多数の部分から成る, 複合の / 倍数の / 〈C〉倍数",/ˈmʌltɪpl/,27838,There are multiple options to choose from.,選ぶための多数のオプションがあります。,3001720
multiply,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,multiply,"を増やす, を繁殖させる / 《ある数を》〈ある数〉に掛ける 《by ...》 / 〈数・量などが〉増える / 掛け算をする",,"を増やす, を繁殖させる / 《ある数を》〈ある数〉に掛ける 《by ...》 / 〈数・量などが〉増える / 掛け算をする",/mʌl.tɪ.plaɪ/,27848,She likes to multiply her savings by investing in stocks.,彼女は株式投資で貯金を増やすことが好きです。,3001728
mumble,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mumble,"はっきり聞き取れない言葉, ぶつぶつ言う声",,"はっきり聞き取れない言葉, ぶつぶつ言う声",/ˈmʌmbəl/,9714719,He spoke in a mumble.,彼はぶつぶつと話した。,6535428
mumble,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mumble,…‘を'もぐもぐ言う / もぐもぐ言う《+『away』》,,…‘を'もぐもぐ言う / もぐもぐ言う《+『away』》,/ˈmʌmbəl/,27861,She tends to mumble when she's nervous.,彼女は緊張するともぐもぐ言いがちです。,3001731
murmur,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,murmur,"(流れる水・そよぐ葉などの)『ざわめき』,かすかな音;(人の声の)『ささやき』,ぼそぼそいう声《+『of』+『名』》 / 不平の声,ぶつぶつ言うこと / 〈川・風・木の葉などが〉『ざわめく』 / 〈人が〉『ささやく』,つぶやく / 《まれ》(…について)ぶつぶつ不平を言う《+『at』(『against, about』)+『名』》 / …‘を'『ささやく』,ぼそぼそと言う,小声で言う",,"(流れる水・そよぐ葉などの)『ざわめき』,かすかな音;(人の声の)『ささやき』,ぼそぼそいう声《+『of』+『名』》 / 不平の声,ぶつぶつ言うこと / 〈川・風・木の葉などが〉『ざわめく』 / 〈人が〉『ささやく』,つぶやく / 《まれ》(…について)ぶつぶつ不平を言う《+『at』(『against, about』)+『名』》 / …‘を'『ささやく』,ぼそぼそと言う,小声で言う",/ˈmɜːrmər/,27892,The murmur of the flowing river was soothing.,流れる川のざわめきが心地よかった。,3001743
muse,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,muse,"(…について)『深く考える』,瞑想(めいそう)する(meditate)《+『on』(『upon, over』) +『名』(do『ing』)》",,"(…について)『深く考える』,瞑想(めいそう)する(meditate)《+『on』(『upon, over』) +『名』(do『ing』)》",/mjuːz/,27905,"She sat by the window, lost in her thoughts, as she mused about the meaning of life.",彼女は窓辺に座り、考えにふけりながら、人生の意味について深く考えました。,1663193
musical,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,musical,〈C〉ミュージカル,,〈C〉ミュージカル,/'mjuːzɪkəl/,9714733,I love going to musicals.,私はミュージカルを見に行くのが大好きです。,6535450
mustache/moustache,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mustache,『口ひげ』,,『口ひげ』,/ˈmʌstæʃ/,27948,He grew a thick mustache.,彼は太い口ひげを生やした。,3001747
mutability,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mutability,変わりやすさ,,変わりやすさ,/mjuːtəˈbɪləti/,27959,The mutability of the weather makes it difficult to plan outdoor activities.,天候の変わりやすさは、屋外の活動を計画するのが難しくなります。,1664207
mutable,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mutable,"変わりやすい,不定の / 気の変わりやすい,浮気な",,"変わりやすい,不定の / 気の変わりやすい,浮気な",/mjuːtəbəl/,27960,The weather in the desert is notoriously mutable.,砂漠の天気は変わりやすいことで悪名高い。,1622751
mutter,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mutter,"つぶやき,つぶやきに似た音;不平",,"つぶやき,つぶやきに似た音;不平",/ˈmʌtər/,9703714,The machine's engines released a steady mutter as it idled.,マシンのエンジンはアイドリングしながら、安定して音を発した。,3273612
mutter,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mutter,"(余り口を開けずに)『つぶやく』《+『away』》 / (…に対して…について)ぶつぶつ言う,不平を言う《+『at』(『against』)+『名』+『about』+『名』》 / (…に)…‘を'ぶつぶつ言う《+『名』+『at』(『against』)+『名』》",,"(余り口を開けずに)『つぶやく』《+『away』》 / (…に対して…について)ぶつぶつ言う,不平を言う《+『at』(『against』)+『名』+『about』+『名』》 / (…に)…‘を'ぶつぶつ言う《+『名』+『at』(『against』)+『名』》",/ˈmʌtər/,27972,She would often mutter to herself when she was deep in thought.,彼女は物思いにふけるとよく独り言をつぶやいていた。,1628946
mutton,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,mutton,『羊の肉』,,『羊の肉』,/ˈmʌtn/,27973,I love the taste of mutton.,私は羊の肉の味が大好きです。,3001749
mystify,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,mystify,"…‘を'惑わせる,煙に巻く / …‘を'神秘化する,なぞめかす",,"…‘を'惑わせる,煙に巻く / …‘を'神秘化する,なぞめかす",/mɪˈstɪfaɪ/,28008,Her mysterious smile mystified him.,彼女の神秘的な笑顔は彼を惑わせた。,1637157
nano,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nano,ナノ、10億分の1,,ナノ、10億分の1,/'nænoʊ/,9704478,The scientist is working on a new nano technology.,科学者は新しいナノテクノロジーに取り組んでいます。,4435392
narcissistic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,narcissistic,"自己陶酔の,自己に酔った",,"自己陶酔の,自己に酔った",/nɑrˈsɪsɪstɪk/,28110,He is so narcissistic that he can't stop talking about himself.,彼は自己陶酔のため、自分自身について話すのを止められない。,1643551
narrator,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: Media

Threshold: Personal identification",,narrator,"『語り手』,ナレーター",,"『語り手』,ナレーター",/nəˈreɪ.t̬ɚ/,28127,The narrator of the story provided a unique perspective.,物語の語り手は独特な視点を提供しました。,1643563
narrowly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,narrowly,"狭く,細く;限定して / かろうじて,危うく,やっと / 綿密に,つぶさに",,"狭く,細く;限定して / かろうじて,危うく,やっと / 綿密に,つぶさに",/ˈnærəʊli/,28133,The path through the forest was narrowly wide enough for one person.,森の中の道は一人分しか通れないほど狭かった。,3001804
nationwide,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nationwide,"全国の, 全国的な",,"全国の, 全国的な",/ˈneɪʃənˌwaɪd/,28178,The nationwide event attracted thousands of participants.,全国的なイベントは数千人の参加者を集めました。,3001819
nationwide,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nationwide,全国的に,,全国的に,/ˈneɪʃənˌwaɪd/,9703715,He is well known nationwide.,彼は全国的に名が通っている。,3273791
native speaker,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,native speaker,母語話者,,母語話者,/ˈneɪ.tɪv ˈspiː.kər/,9704479,She speaks English as if she were a native speaker.,彼女はまるで母語を話すように英語を話します。,17227
naughty,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,naughty,"(子供が)『いたずらな』 / 《遠回しに》みだらな,わいせつな",,"(子供が)『いたずらな』 / 《遠回しに》みだらな,わいせつな",/ˈnɔːti/,28211,The naughty child drew on the walls with crayons.,いたずらな子供がクレヨンで壁に絵を描いた。,3001816
naval,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,naval,『海軍の』;軍艦の,,『海軍の』;軍艦の,/ˈneɪvəl/,28222,The naval fleet conducted a training exercise in the Pacific Ocean.,海軍艦隊は太平洋で訓練演習を行った。,3001826
navigate,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,navigate,"〈人が〉〈船・航空機など〉‘を'『操縦する』 / 〈船・飛行機が〉…‘を'『航行する』,〈人が〉…‘を'船(飛行機)で行く / 〈物事〉‘を'うまくやっていく / (飛行機)を操縦する,航行する",,"〈人が〉〈船・航空機など〉‘を'『操縦する』 / 〈船・飛行機が〉…‘を'『航行する』,〈人が〉…‘を'船(飛行機)で行く / 〈物事〉‘を'うまくやっていく / (飛行機)を操縦する,航行する",/nævɪɡeɪt/,28228,He learned how to navigate a ship.,彼は船を操縦する方法を学びました。,1640987
navigation,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,navigation,"(船・飛行機の)『航行』 / 航海術,航空術",,"(船・飛行機の)『航行』 / 航海術,航空術",/nævɪˈɡeɪʃən/,28229,The navigation system on the ship guided us safely to our destination.,船のナビゲーションシステムが私たちを安全に目的地まで案内しました。,3001833
navy,noun,"CoreInventory_1: News, lifestyles and current affairs

CoreInventory 2: 

Threshold: Personal identification",,navy,"《集合的に;《米》単数扱い,《英》単数・複数扱い》『海軍』 / 《集合的に;《米》単数扱い,《英》単数・複数扱い》《通例the N-》(ある国の)海軍 / 〈U〉=navy blue",,"《集合的に;《米》単数扱い,《英》単数・複数扱い》『海軍』 / 《集合的に;《米》単数扱い,《英》単数・複数扱い》《通例the N-》(ある国の)海軍 / 〈U〉=navy blue",/ˈneɪvi/,28232,The navy ships gathered at the harbor for a military exercise.,海軍の艦船が軍事演習のために港で集まった。,3001839
neat,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,neat,きちんとした,,きちんとした,/niːt/,28269,She keeps her room neat and tidy.,彼女は部屋をきちんと整理しています。,3001841
necessarily,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,necessarily,"必ず,必然的に / 《not ~ A》必ずしもAでない",,"必ず,必然的に / 《not ~ A》必ずしもAでない",/ˈnɛsəˌsɛrəli/,28284,I don't necessarily agree with his decision.,彼の決断に必ずしも同意するわけではありません。,1628010
necessity,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,necessity,"〈U〉《時にa ~》必要, 必要性 / 〈C〉《しばしば複数形で》《...の》必需品《of, for, to ...》",,"〈U〉《時にa ~》必要, 必要性 / 〈C〉《しばしば複数形で》《...の》必需品《of, for, to ...》",/nɪˈsɛsəti/,28288,Education is a necessity for personal growth.,教育は個人の成長に必要不可欠です。,3001843
need,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,need,"〈U〉《時にa~》『必要』,入用 / 〈C〉《しばしば複数形で》『必要なもの』,《…の》必要品《for ...》 / 〈C〉《…に対する》欲求,切望《for ...》 / 〈U〉《…の》『困窮』,欠乏,不足《of, for ...》 / 〈U〉『困った時(事態)』,まさかの時",,"〈U〉《時にa~》『必要』,入用 / 〈C〉《しばしば複数形で》『必要なもの』,《…の》必要品《for ...》 / 〈C〉《…に対する》欲求,切望《for ...》 / 〈U〉《…の》『困窮』,欠乏,不足《of, for ...》 / 〈U〉『困った時(事態)』,まさかの時",/nid/,3208213,I have a need for speed.,私はスピードを必要としています。,3008699
needless,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,needless,『不必要な』,,『不必要な』,/ˈniːdləs/,28311,Buying a new car when your old one is still in good condition is needless.,古い車がまだ良い状態であるのに新しい車を買うのは不必要です。,3001852
needy,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,needy,非常に暮らしに困っている  / 《名詞的に;the~》《集合的に;複数扱い》貧困者たち,,非常に暮らしに困っている  / 《名詞的に;the~》《集合的に;複数扱い》貧困者たち,/'ni.di/,28317,We should help the needy.,我々は貧しい人たちを援助すべきだ。,97700
negatively,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,negatively,否定的に / 消極的に,,否定的に / 消極的に,/nɛɡətɪvli/,28325,He always speaks negatively about his job.,彼はいつも自分の仕事に否定的に話します。,1651531
neglect,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,neglect,"〈U〉《...の》 無視, 怠慢 《of ...》 / 無視されていること",,"〈U〉《...の》 無視, 怠慢 《of ...》 / 無視されていること",/nɪˈɡlɛkt/,9703716,He was blamed for neglect of duty.,彼は義務怠慢で非難された。,34188
neighboring/neighbouring,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,neighboring,《名詞の前にのみ用いて》『近くの』;隣の,,《名詞の前にのみ用いて》『近くの』;隣の,/ˈneɪbərɪŋ/,28349,I live in a neighboring town.,私は隣町に住んでいます。,1643622
neither,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,neither,(二つのうち) どちらも…ない / 《~ ... nor ...の形で》…でも...でもない / 《否定文に続いて》…もまた…ない,,(二つのうち) どちらも…ない / 《~ ... nor ...の形で》…でも...でもない / 《否定文に続いて》…もまた…ない,/ˈniðər/,28355,He [[neither smokes nor drinks|neither ... nor]].,彼は煙草も吸わず、酒も飲まない。,35215
neither,conjunction,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,neither ... nor,"...も...もどちらでもない, ...でも...でもない / ...も...もしない",,"...も...もどちらでもない, ...でも...でもない / ...も...もしない",/ˈnaɪðər ... nɔːr/,3208280,I neither like coffee nor tea.,私はコーヒーも紅茶もどちらでも好きではありません。,3008721
neither,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,neither,《~ 単数名詞》(二つのうちの)どちらの…も…ない,,《~ 単数名詞》(二つのうちの)どちらの…も…ない,/ˈniðər/,9703717,Neither team played well in the game.,どちらのチームもその試合ではよくなかった。,112666
neither,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,neither,どちらも...ない,,どちらも...ない,/ˈniðər/,9703718,Neither is beautiful.,どちらも美しくない。,112617
nerve,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Health and body care",,nerve,"〈人,特に自分〉‘に'力を与える,‘を'元気づける",,"〈人,特に自分〉‘に'力を与える,‘を'元気づける",/nɜrv/,9703719,"The musician, despite her crippling stage fright, nerved herself up and delivered a stunning performance.",このミュージシャンは、ステージ恐怖症にもかかわらず、緊張を解きほぐし、見事なパフォーマンスを披露した。,3275050
nerves,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nerve,"〈C〉神経  / 〈C〉《複数形で》神経過敏,いらだち  / 〈U〉勇気,度胸(courage)  / 〈U〉《時にa ~》厚かましさ,ずぶとさ;無礼  / 〈C〉葉脈;(昆虫の)翅脈(しみゃく)",,"〈C〉神経  / 〈C〉《複数形で》神経過敏,いらだち  / 〈U〉勇気,度胸(courage)  / 〈U〉《時にa ~》厚かましさ,ずぶとさ;無礼  / 〈C〉葉脈;(昆虫の)翅脈(しみゃく)",/nɜrv/,28383,It took a lot of nerve to stand up and speak in front of that large audience.,あの大勢の観衆の前で立ち上がって話すには、相当な勇気が必要だったよ。,3001876
nervously,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nervously,"神経質に,びくびくして,いらいらして",,"神経質に,びくびくして,いらいらして",/nɜːrvəsli/,28394,She nervously tapped her fingers on the table.,彼女は神経質にテーブルで指を叩いた。,1643642
netsurfer/net surfer,noun,"CoreInventory_1: Media

CoreInventory 2: 

Threshold: Free time, entertainment",,net surfer,ネットサーファー、インターネット利用者,,ネットサーファー、インターネット利用者,/nɛt ˈsɜːrfər/,9704480,Tom is a skilled net surfer who can find information on any topic.,トムはどんなトピックでも情報を見つけることができる熟練したネットサーファーです。,4435617
neurosis,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Health and body care",,neurosis,"神経症,ノイローゼ",,"神経症,ノイローゼ",/njʊəˈroʊsɪs/,28431,She has been diagnosed with neurosis.,彼女は神経症と診断されました。,1653983
newscaster,noun,"CoreInventory_1: Media

CoreInventory 2: 

Threshold: Personal identification",,newscaster,"ニュース放送者,ニュース解説者",,"ニュース放送者,ニュース解説者",/ˈnjuːskɑːstər/,28500,The newscaster delivered the latest news to the viewers.,ニュース放送者は最新のニュースを視聴者に伝えました。,3001910
newsworthy,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,newsworthy,報道価値のあるニュース(記事)になる,,報道価値のあるニュース(記事)になる,/ˈn(j)uzwɜrði/,28517,The scandal involving the famous actor is newsworthy and has attracted a lot of attention.,有名な俳優に関するスキャンダルは報道価値があり、多くの注目を集めています。,1653982
next,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,next,"次のもの, 次のひと",,"次のもの, 次のひと",/nɛkst/,9714734,What's next on the agenda?,次の議題は何ですか?,6535452
nicely,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nicely,"見事に,気持ちよく;うまく  / 精密に",,"見事に,気持ちよく;うまく  / 精密に",/ˈnaɪsli/,28546,She played the piano nicely.,彼女は見事にピアノを演奏した。,3001914
nightclub,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: House and home, environment",,nightclub,ナイトクラブ,,ナイトクラブ,/ˈnaɪtklʌb/,28590,I went to a nightclub last night.,昨夜、私はナイトクラブに行きました。,3001927
nightmare,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nightmare,悪夢 / 悪夢のような経験(状態) / 夢魔(睡眠中の人を息苦しくさせるという魔女),,悪夢 / 悪夢のような経験(状態) / 夢魔(睡眠中の人を息苦しくさせるという魔女),/ˈnaɪtˌmɛər/,28604,I had a terrifying nightmare last night.,昨夜、恐ろしい悪夢を見ました。,3001929
nobility,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nobility,"《the nobility》《複数扱い》『貴族階級』(英国の貴族階級は「duke公爵,marquis候爵,earl伯爵,viscount子爵,baron男爵」がある.baronetは准男爵,knightは騎士) / 貴族の位;貴族の身分 / 『高貴さ』,気高さ",,"《the nobility》《複数扱い》『貴族階級』(英国の貴族階級は「duke公爵,marquis候爵,earl伯爵,viscount子爵,baron男爵」がある.baronetは准男爵,knightは騎士) / 貴族の位;貴族の身分 / 『高貴さ』,気高さ",/nəʊˈbɪləti/,28710,The nobility in England includes the title of Duke.,イギリスの貴族には公爵の称号が含まれています。,1643726
noble,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,noble,"高貴の;貴族の  / 高潔な,気高い  / (姿・規模などが)壮大な,堂々とした;すばらしい  / (金属が)腐食しない",,"高貴の;貴族の  / 高潔な,気高い  / (姿・規模などが)壮大な,堂々とした;すばらしい  / (金属が)腐食しない",/ˈnoʊbəl/,28711,She carried herself with noble grace.,彼女は高貴な優雅さを持っていた。,3001954
nobleman,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nobleman,貴族,,貴族,/ˈnoʊblmən/,28713,The nobleman lived in a grand castle.,貴族は壮大な城に住んでいました。,1659972
nod,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nod,"(承諾・あいさつ・合図などで)『うなずく』,会釈する / (眠くて)『こっくりする』,(油断して)うとうとする《+off》 / 〈草木・穂などが〉揺れる / (承諾・あいさつなどで)〈頭〉‘を'『うなずかせる』 / …‘を'うなずいて示す / 《副詞[句]を伴って》〈人〉‘に'うなずいて示す",,"(承諾・あいさつ・合図などで)『うなずく』,会釈する / (眠くて)『こっくりする』,(油断して)うとうとする《+off》 / 〈草木・穂などが〉揺れる / (承諾・あいさつなどで)〈頭〉‘を'『うなずかせる』 / …‘を'うなずいて示す / 《副詞[句]を伴って》〈人〉‘に'うなずいて示す",/nɒd/,28720,She nodded in agreement.,彼女は同意してうなずきました。,3001959
nomad,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nomad,《しばしば複数形で》遊牧民 / 放浪者,,《しばしば複数形で》遊牧民 / 放浪者,/ˈnoʊ.mæd/,28746,The nomads traveled across the vast desert with their herds.,遊牧民は群れを連れて広大な砂漠を旅しました。,1643738
nomination,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nomination,"〈U〉指名, 任命 / 指名権, 任命権 / 《...を...に》 指名すること, 任命すること 《of ... to, as, for ...》",,"〈U〉指名, 任命 / 指名権, 任命権 / 《...を...に》 指名すること, 任命すること 《of ... to, as, for ...》",/nɑmɪˈneɪʃən/,28751,Her nomination for the award was well-deserved.,彼女の受賞のノミネートは当然だった。,3001966
nominee,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nominee,(…の候補として)指名された人《+『for』+『名』》 / (…に)任命された人《+『to』+『名』》,,(…の候補として)指名された人《+『for』+『名』》 / (…に)任命された人《+『to』+『名』》,/nɑmɪˈni/,28754,She is the nominee for the award.,彼女はその賞の候補者です。,6535130
nonprofessional,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nonprofessional,(スポーツや特定の仕事において専門家ではない)素人の,,(スポーツや特定の仕事において専門家ではない)素人の,/nɒnprəˈfɛʃənəl/,9703721,Wearing pajamas to the interview was a major nonprofessional move that cost her the job.,パジャマを着て面接に臨んだことは、一人前ではないことを示す重大な行動であり、彼女は仕事を失うことになった。,3275482
non-smoking,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,non-smoking,禁煙の,,禁煙の,/nɒnˈsməʊkɪŋ/,9704481,This is a non-smoking area.,これは禁煙エリアです。,4435637
northward/northwards,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,northward,北へ(に),,北へ(に),/nɔrθwərd/,28886,They traveled northward to reach their destination.,彼らは目的地に到達するために北へ旅行しました。,3001994
nostril,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nostril,鼻孔,,鼻孔,/ˈnɒstrəl/,28915,I could feel the cold air entering my nostrils.,私は冷たい空気が鼻孔に入ってくるのを感じることができました。,3002002
nought,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,nought,=naught,,=naught,/nɔt/,28954,I have achieved nought in my efforts.,私の努力は何も成果を上げていません。,1660708
