headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
kick,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kick,"…をける,をけ飛ばす / (フットボールで)〈ゴール〉にキックで球を入れる / 《…を》ける《at ...》 / (フットボールで)キックする / 〈発射した銃などが〉反動を与える,はね返る / 《話》《…に》文句を言う,はねつける《at, against ...》",,"…をける,をけ飛ばす / (フットボールで)〈ゴール〉にキックで球を入れる / 《…を》ける《at ...》 / (フットボールで)キックする / 〈発射した銃などが〉反動を与える,はね返る / 《話》《…に》文句を言う,はねつける《at, against ...》",/kɪk/,23337,He kicked the ball into the goal.,彼はボールをゴールにけった。,3000568
kid,noun,"CoreInventory_1: Family life

CoreInventory 2: 

Threshold: Personal identification",,kid,"〈C〉《おもに米話》《複数形で》子供,若者 / 子ヤギ / 〈U〉子ヤギの皮",,"〈C〉《おもに米話》《複数形で》子供,若者 / 子ヤギ / 〈U〉子ヤギの皮",/kɪd/,23344,The kids are playing in the park.,子供たちは公園で遊んでいます。,3000566
kill,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kill,"〈人・動物〉‘を'殺す,死亡させる  / 〈植物〉‘を'枯らす  / …‘を'だめにする,失わせる  / 《話》…‘を'ひどく痛ませる(疲れさせる,不快にさせる)  / 〈時間〉‘を'つぶす  / 〈記事など〉‘を'没にする,握りつぶす  / 人殺しをする",,"〈人・動物〉‘を'殺す,死亡させる  / 〈植物〉‘を'枯らす  / …‘を'だめにする,失わせる  / 《話》…‘を'ひどく痛ませる(疲れさせる,不快にさせる)  / 〈時間〉‘を'つぶす  / 〈記事など〉‘を'没にする,握りつぶす  / 人殺しをする",/kɪl/,23365,The hunter killed the deer.,猟師は鹿を殺した。,1623511
kind,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kind,"〈C〉〈U〉《…の》種類, 部類([[sort]])《of ...》",,"〈C〉〈U〉《…の》種類, 部類([[sort]])《of ...》",/kaɪnd/,23389,She is a kind person.,彼女は親切な人です。,3000596
king,noun,"CoreInventory_1: Nationalities and countries

CoreInventory 2: 

Threshold: Relations with other people",,king,"王,国王  / 王にたとえられる人(物),…王,大立て者  / (カードの)キング  / (チェスの)キング,王将",,"王,国王  / 王にたとえられる人(物),…王,大立て者  / (カードの)キング  / (チェスの)キング,王将",/kinɡ/,23410,The King was crowned in the Church.,国王は教会で戴冠式を行った。,1623512
kiss,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,kiss,"口づけ,キス  / 軽く触れること  / (1個ずつ紙・銀紙に包まれたチョコレートなどの)小さなキャンデー",,"口づけ,キス  / 軽く触れること  / (1個ずつ紙・銀紙に包まれたチョコレートなどの)小さなキャンデー",/kɪs/,23446,He gave her a kiss on the cheek.,彼は彼女の頬にキスをした。,1623513
kitchen,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: House and home, environment",,kitchen,"台所,調理場",,"台所,調理場",/ˈkɪtʃən/,23452,She is cooking in the kitchen.,彼女はキッチンで調理している。,1623514
kite,noun,"CoreInventory_1: Leisure activities

CoreInventory 2: 

Threshold: Free time, entertainment",,kite,『トビ』(ワシタカ科の猛鳥) / 『たこ』(凧),,『トビ』(ワシタカ科の猛鳥) / 『たこ』(凧),/kaɪt/,23459,The children flew kites in the park.,子供たちは公園で凧を揚げた。,1623515
knee,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Health and body care",,knee,"ひざ,ひざがしら  / (洋服の)ひざの部分 / ひざのように曲がった物",,"ひざ,ひざがしら  / (洋服の)ひざの部分 / ひざのように曲がった物",/niː/,23490,I twisted my knee while I was playing soccer.,サッカーをしているときに膝をひねってしまった。,1623516
knife,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,knife,"ナイフ,小刀;包丁;短刀  / (機械などの)刃",,"ナイフ,小刀;包丁;短刀  / (機械などの)刃",/naɪf/,23507,I used a knife to cut the vegetables.,私は野菜を切るのにナイフを使った。,1623517
know,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,know,知る /  知っている / 見分けがつく,,知る /  知っている / 見分けがつく,/nəʊ/,23545,I know the answer.,私は答えを知っています。,1623518
lady,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: Personal identification",,lady,"(教養・礼儀を身につけ,洗練された趣味をもつ)淑女,貴婦人  / 《女性(woman)に対する丁寧な言い方として》婦人  / 《L-》《英》…夫人,…令夫人(SirまたはLordの称号をもつ貴族の夫人,また公(侯,伯)爵の令嬢に対する敬称)  / (一般に)女性,婦人(woman)",,"(教養・礼儀を身につけ,洗練された趣味をもつ)淑女,貴婦人  / 《女性(woman)に対する丁寧な言い方として》婦人  / 《L-》《英》…夫人,…令夫人(SirまたはLordの称号をもつ貴族の夫人,また公(侯,伯)爵の令嬢に対する敬称)  / (一般に)女性,婦人(woman)",/ˈleɪdi/,23728,The lady in the dress is beautiful.,ドレスを着たお嬢さんは美しい。,1623519
language,noun,"CoreInventory_1: Nationalities and countries

CoreInventory 2: 

Threshold: Language",,language,"〈U〉言語,言葉  / 〈C〉(一国家・一民族の持つ)国語,…語  / 〈U〉(文字・話し言葉為外の)伝達記号,人工言語;(動物の)伝達手段(鳴き声・身ぶりなど)  / 〈U〉(個人・特定のグループなどの)言葉遣い,語法,(専門の)用語,術語  / 〈U〉語学,言語学(linguistics)",,"〈U〉言語,言葉  / 〈C〉(一国家・一民族の持つ)国語,…語  / 〈U〉(文字・話し言葉為外の)伝達記号,人工言語;(動物の)伝達手段(鳴き声・身ぶりなど)  / 〈U〉(個人・特定のグループなどの)言葉遣い,語法,(専門の)用語,術語  / 〈U〉語学,言語学(linguistics)",/ˈlæŋɡwɪdʒ/,23844,English is my favorite language.,私の好きな言語は英語です。,1623520
large,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,large,"(同じ種類のものと比較して,形・体積・数量などが)大きい,多い,広い  / (考えなどが)広範囲な,幅の広い,寛大な  / 大きく  / 自慢して,誇大に",,"(同じ種類のものと比較して,形・体積・数量などが)大きい,多い,広い  / (考えなどが)広範囲な,幅の広い,寛大な  / 大きく  / 自慢して,誇大に",/lɑːrdʒ/,23893,The house has a large garden.,家には大きな庭があります。,1623521
last name,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,last name,(名に対する)姓,,(名に対する)姓,/læst neɪm/,23931,What's your last name?,あなたの苗字は何ですか？,1624439
late,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,late,"(定刻・通常・予定の時間より)『遅れた』,遅い / (時刻が)『遅い』,遅く始まる,遅くまで続く;夜更けの / (時期が)『遅い』,終りごろの,後期の / 『最近の』,最新の([[recent]]) / 《the~,one's~》『前の』,先の,前任の([[former]]) / 《the~,one's~》『故…』,つい先ごろ死んだ",,"(定刻・通常・予定の時間より)『遅れた』,遅い / (時刻が)『遅い』,遅く始まる,遅くまで続く;夜更けの / (時期が)『遅い』,終りごろの,後期の / 『最近の』,最新の([[recent]]) / 《the~,one's~》『前の』,先の,前任の([[former]]) / 《the~,one's~》『故…』,つい先ごろ死んだ",/leɪt/,23946,He arrived late for the meeting.,彼は会議に遅れて到着しました。,3000724
late,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,late,"(定刻などより)遅れて,遅く / (時刻が)遅く,遅くまで,(特に)夜更けに;(時期が)遅く,終りごろに / 最近,近ごろ([[recently]])",,"(定刻などより)遅れて,遅く / (時刻が)遅く,遅くまで,(特に)夜更けに;(時期が)遅く,終りごろに / 最近,近ごろ([[recently]])",/leɪt/,3208014,I arrived late to the meeting.,私は会議に遅れて到着しました。,3008639
later,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,later,"後で,のちほど / (lateの比較級)(定刻・予定時間・他の人(物))より遅れて,遅く",,"後で,のちほど / (lateの比較級)(定刻・予定時間・他の人(物))より遅れて,遅く",/'leɪtər/,23955,I'll do it later.,後で行うつもりです。,1623522
laugh,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,laugh,"(声を立てて)〈人が〉笑う  / 〈目・口もとなどが〉うれしそうに笑う  / 〈動物,特にハイエナなどが〉笑い声に似た声(音)を出す  / …‘を'笑って言う  / 《a+形容詞+laughを目的語にして》…‘の'笑い方をする  / 〈人〉‘を'笑う",,"(声を立てて)〈人が〉笑う  / 〈目・口もとなどが〉うれしそうに笑う  / 〈動物,特にハイエナなどが〉笑い声に似た声(音)を出す  / …‘を'笑って言う  / 《a+形容詞+laughを目的語にして》…‘の'笑い方をする  / 〈人〉‘を'笑う",/lɑːf/,23988,She laughed at the joke.,彼女はそのジョークに笑った。,1623523
lazy,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lazy,怠惰な / けだるい / 動きがのろい / 《the ~》怠け者,,怠惰な / けだるい / 動きがのろい / 《the ~》怠け者,/ˈleɪzi/,24067,He is very lazy.,彼はとても怠惰だ。,1623524
leader,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Relations with other people",,leader,"指導者,先導者,主将  / 《英》(またleading article)(新聞などの)社説,論説)editorial)  / 《米》(釣り針を釣り糸に連結する)はりす  / 《米》合唱団の指揮者;《英》(オーケストラの)首席第1バイオリン奏者",,"指導者,先導者,主将  / 《英》(またleading article)(新聞などの)社説,論説)editorial)  / 《米》(釣り針を釣り糸に連結する)はりす  / 《米》合唱団の指揮者;《英》(オーケストラの)首席第1バイオリン奏者",/ˈliː.dər/,24086,The leader of the team was very inspiring.,チームのリーダーは非常に刺激的でした。,1623525
leaf,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: ",,leaf,"〈C〉(木・草の)葉  / 〈C〉花びら  / 〈C〉(本などのページの裏表)1枚  / 〈U〉(金属の)薄片,箔(はく)  / 〈C〉(折りたたみ式テーブルの)補助板  / 《おもに米》〈木が〉葉を出す《+out》  / (本などの)ページをばらばらとめくる,内容にざっと目を通す》+through+名》",,"〈C〉(木・草の)葉  / 〈C〉花びら  / 〈C〉(本などのページの裏表)1枚  / 〈U〉(金属の)薄片,箔(はく)  / 〈C〉(折りたたみ式テーブルの)補助板  / 《おもに米》〈木が〉葉を出す《+out》  / (本などの)ページをばらばらとめくる,内容にざっと目を通す》+through+名》",/liːf/,24093,The leaf of the tree was very large.,木の葉はとても大きかった。,1623526
learn,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,learn,"〈知識・技術など,習慣・心構えなど〉‘を'習う,学ぶ,身に着ける  / …‘を'覚える(memorize)  / …‘を'聞いて知る  / 習う,学ぶ,覚える  / (…から…について)知る,聞く《+of+名+from+名》",,"〈知識・技術など,習慣・心構えなど〉‘を'習う,学ぶ,身に着ける  / …‘を'覚える(memorize)  / …‘を'聞いて知る  / 習う,学ぶ,覚える  / (…から…について)知る,聞く《+of+名+from+名》",/lɜrn/,24122,I'm learning English.,私は英語を学んでいます。,1623527
leave,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,leave,"...を去る,を離れる / (学校など) をやめる / 《~ A B》 AをBのままにしておく / 《...に》 ...をゆだねる, を任せる 《to ...》 / 《...に向けて》 去る, 出発する 《for ...》",,"...を去る,を離れる / (学校など) をやめる / 《~ A B》 AをBのままにしておく / 《...に》 ...をゆだねる, を任せる 《to ...》 / 《...に向けて》 去る, 出発する 《for ...》",/liːv/,24141,He left the office at 5 o'clock.,彼は5時にオフィスを出た。,1623528
left,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,left,"左の, 左方の / (政治上の)左翼の,左派の",,"左の, 左方の / (政治上の)左翼の,左派の",/lɛft/,24177,The left shoe was too small for her.,彼女のための左の靴は小さすぎた。,1623529
leg,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Health and body care",,leg,"(人・動物の)脚  / (ズボン・靴下などの)脚をおおう部分,脚部  / (家具などの)脚,形(機能)が脚に似た物  / (三角形の底辺を除く)一辺  / (旅などの全行程の中の)一区切り,一区間",,"(人・動物の)脚  / (ズボン・靴下などの)脚をおおう部分,脚部  / (家具などの)脚,形(機能)が脚に似た物  / (三角形の底辺を除く)一辺  / (旅などの全行程の中の)一区切り,一区間",/lɛɡ/,24193,He broke his leg in the accident.,彼は事故で足を折った。,1623530
lesson,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,lesson,"《しばしば複数形で》授業,けいこ  / (教科書などの)課  / 《複数形で》(授業に伴う)勉強  / 教訓,教え,戒め  / (礼拝の時に読む)聖書の一節",,"《しばしば複数形で》授業,けいこ  / (教科書などの)課  / 《複数形で》(授業に伴う)勉強  / 教訓,教え,戒め  / (礼拝の時に読む)聖書の一節",/'lɛsən/,24308,I learned a lot in the lesson.,レッスンでたくさん学びました。,1624440
let,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,let,"〈他〉〈人・動物など〉に...させる, ...に...させておく, ...を...するままにしておく《~ ... do》/ 《~ us do》...しよう / 《英》〈土地・家など〉を貸す",,"〈他〉〈人・動物など〉に...させる, ...に...させておく, ...を...するままにしておく《~ ... do》/ 《~ us do》...しよう / 《英》〈土地・家など〉を貸す",/lɛt/,24311,Let's have a party tonight.,今夜パーティーを開こう！,1623531
letter,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Services",,letter,手紙 / 文字,,手紙 / 文字,/ˈlɛtər/,24318,I received a letter from her yesterday.,昨日彼女からの手紙を受け取った。,1623532
library,noun,"CoreInventory_1: Things in the town, shops and shopping

CoreInventory 2: 

Threshold: Free time, entertainment",,library,"図書館,図書室  / (個人の)書斎,読書室  / 蔵書  / 双書",,"図書館,図書室  / (個人の)書斎,読書室  / 蔵書  / 双書",/'laɪˌbrɛri/,24399,I went to the library to borrow some books.,私は本を借りるために図書館に行った。,1623533
life,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,life,"〈U〉(無生物と区別して,生物が持っている)生命,命  / 〈U〉《集合的に》生物,生き物  / 〈U〉(死後の)霊,霊的存在  / 〈C〉人間(person)  / 〈U〉一生,生涯  / 〈C〉寿命,活動(有効,耐久)期間  / 〈U〉人生,現世,世間  / 〈C〉〈U〉生活,暮らし,生き方,暮らし方  / 〈C〉伝記([[biography]])  / 〈U〉生気,活気,元気([[vitality]])",,"〈U〉(無生物と区別して,生物が持っている)生命,命  / 〈U〉《集合的に》生物,生き物  / 〈U〉(死後の)霊,霊的存在  / 〈C〉人間(person)  / 〈U〉一生,生涯  / 〈C〉寿命,活動(有効,耐久)期間  / 〈U〉人生,現世,世間  / 〈C〉〈U〉生活,暮らし,生き方,暮らし方  / 〈C〉伝記([[biography]])  / 〈U〉生気,活気,元気([[vitality]])",/laɪf/,24441,Life is full of surprises.,人生は意外なことがいっぱいあります。,1623534
light,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,light,"(重量が)『軽い』 / (程座・量が)軽い,小さい / 『軽快な』 / 軽装の / 肩のこらない, 気軽な / 手軽な / (食べ物が)消化のよい / ふらふらする / アルコール分の少ない / (パンなどが)ふんわりした",,"(重量が)『軽い』 / (程座・量が)軽い,小さい / 『軽快な』 / 軽装の / 肩のこらない, 気軽な / 手軽な / (食べ物が)消化のよい / ふらふらする / アルコール分の少ない / (パンなどが)ふんわりした",/laɪt/,24476,The feather is light.,その羽は軽いです。,3000861
light,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: House and home, environment",,light,"〈U〉光,光線;明るさ / 〈U〉夜明け;日中;日光 / 〈C〉明かり / 〈U〉《時にa~》光輝([[brightness]]),(目などの)輝き / 〈C〉(点火するための)火,火花 / 〈C〉《通例単数形で》(絵などの)明るい部分 / 〈U〉《…についての》知識,情報,理解《on ...》 / 〈C〉(ものを見る)観点,見地 / 〈C〉この世に光を与える人;指導的な人物",,"〈U〉光,光線;明るさ / 〈U〉夜明け;日中;日光 / 〈C〉明かり / 〈U〉《時にa~》光輝([[brightness]]),(目などの)輝き / 〈C〉(点火するための)火,火花 / 〈C〉《通例単数形で》(絵などの)明るい部分 / 〈U〉《…についての》知識,情報,理解《on ...》 / 〈C〉(ものを見る)観点,見地 / 〈C〉この世に光を与える人;指導的な人物",/laɪt/,24477,The light from the sun is warm and comforting.,太陽の光は暖かくて心地よいです。,3000862
like,preposition,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,like,"(外観・性質などが)『…に似た』,のような, みたいな / (やり方,程度などが)『…と同じように』 / 『…らしい』,にふさわしい / 《おもに話》たとえば…のような",,"(外観・性質などが)『…に似た』,のような, みたいな / (やり方,程度などが)『…と同じように』 / 『…らしい』,にふさわしい / 《おもに話》たとえば…のような",/laɪk/,24521,She looks like her mother.,彼女は母親に似ている。,3000874
like,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,like,"…を好む, が好きである / 《しばしば否定文で,また[[would]],《英》[[should]]と共に用いて》…を望む,…したい / 好む, 望む",,"…を好む, が好きである / 《しばしば否定文で,また[[would]],《英》[[should]]と共に用いて》…を望む,…したい / 好む, 望む",/laɪk/,24520,I like to eat pizza.,私はピザを好む。,3000873
lily,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lily,『ユリ』;ユリの花 / (フランス王家の)ユリの紋章,,『ユリ』;ユリの花 / (フランス王家の)ユリの紋章,/ˈlɪli/,24534,The lily was blooming in the garden.,庭にはユリが咲いていた。,1623830
line,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,line,"〈C〉『線』, 筋 / (色・縫い目などの)『線』,しま, (顔・手などの)しわ([[wrinkle]]) / (物・人の)『列』,行列([[row]]) / 『綱』,糸,針金 / 電線,電話線 / （文章・詩の）『行』 / 《しばしばa~》《話》短い手紙([[note]]) / (鉄道・バスなどの)路線 / 《複数形で》せりふ",,"〈C〉『線』, 筋 / (色・縫い目などの)『線』,しま, (顔・手などの)しわ([[wrinkle]]) / (物・人の)『列』,行列([[row]]) / 『綱』,糸,針金 / 電線,電話線 / （文章・詩の）『行』 / 《しばしばa~》《話》短い手紙([[note]]) / (鉄道・バスなどの)路線 / 《複数形で》せりふ",/laɪn/,24585,The line for the concert tickets was incredibly long.,コンサートのチケットの列は信じられないほど長かった。,3000897
lion,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lion,"『ライオン』,しし / (ライオンのように)勇猛な人 / 名士,人気者,花形 / (英国の象徴としての)ライオン;しし紋",,"『ライオン』,しし / (ライオンのように)勇猛な人 / 名士,人気者,花形 / (英国の象徴としての)ライオン;しし紋",/ˈlaɪən/,24647,The lion roared loudly.,ライオンが大きな声で吠えた。,1623535
list,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: ",,list,"〈C〉《...の》表, 一覧表, リスト, 名簿 《of ...》",,"〈C〉《...の》表, 一覧表, リスト, 名簿 《of ...》",/lɪst/,24691,I made a list of things I need to do today.,今日やるべきことのリストを作った。,1623536
listen,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,listen,"〈自〉(聞こうとして) 聞く / 《忠告・理性などに》耳をかす, 従う《to ...》",,"〈自〉(聞こうとして) 聞く / 《忠告・理性などに》耳をかす, 従う《to ...》",/'lɪsən/,24695,I always listen to my parents' advice.,私はいつも両親の助言に耳を傾けている。,1624441
little,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,little,小さい,,小さい,/ˈlɪtəl/,24746,The little girl was afraid of the dark.,その小さな女の子は暗闇が怖かった。,1623271
little,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,little,"《aをつけて》少し, わずか《冠詞なしで》ほとんど...ない / 《冠詞なしで強い否定を表して》全然…ない",,"《aをつけて》少し, わずか《冠詞なしで》ほとんど...ない / 《冠詞なしで強い否定を表して》全然…ない",/ˈlɪtəl/,3208065,She spoke a little too fast for me to catch everything.,彼女は少し速く話したので、私はすべてを聞き取ることができませんでした。,1623270
live,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,live,〈自〉生きている / 〈人などが〉生き続ける / 〈物事が〉長く続く / 〈人などが〉住む / 生活する,,〈自〉生きている / 〈人などが〉生き続ける / 〈物事が〉長く続く / 〈人などが〉住む / 生活する,/lɪv/,24766,I live in a small town.,私は小さな町に住んでいます。,3000933
living,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,living,"『生きている』 / 生活の;生活に適した / 『現存の』,まだ使われている / 『生き生きした』,活気のある / 『生き写しの』",,"『生きている』 / 生活の;生活に適した / 『現存の』,まだ使われている / 『生き生きした』,活気のある / 『生き写しの』",/'lɪvɪŋ/,24793,No living things could live without oxygen.,生物は酸素なしでは生きられない。,57113
living room,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: House and home, environment",,living room,『居間』,,『居間』,/ˈlɪvɪŋ ruːm/,24797,We spent the evening in the living room.,私たちは夜をリビングルームで過ごした。,1623538
lonely,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lonely,"(人が)『ひとりの』,孤独の / 『寂しい』,心細い / (物が)孤立した;場所が)人里離れた,人があまり実かない",,"(人が)『ひとりの』,孤独の / 『寂しい』,心細い / (物が)孤立した;場所が)人里離れた,人があまり実かない",/'loʊnli/,24947,He was feeling lonely.,彼は孤独を感じていた。,1623539
long,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,long,"長い / 長く続く / 長さが…の / 長々しい,あきあきする / 多い / やせてひょろ長い",,"長い / 長く続く / 長さが…の / 長々しい,あきあきする / 多い / やせてひょろ長い",/lɔŋ/,24949,She has long hair.,彼女は髪が長いです。,3000980
look,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,look,"〈C〉《...を》 見ること《at ...》 / (人の)顔つき / (物事の)外観, 様子",,"〈C〉《...を》 見ること《at ...》 / (人の)顔つき / (物事の)外観, 様子",/lʊk/,3208033,Take a look at that gorgeous sunset.,あの美しい夕日を見て。,1623199
look,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,look,〈自〉(ある状態に)見える / 〈他〉をじっと見る,,〈自〉(ある状態に)見える / 〈他〉をじっと見る,/lʊk/,25008,Look at the beautiful sunset!,美しい夕日を見てごらん！,1623206
lot,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lot,たくさん / 非常に / 大いに,,たくさん / 非常に / 大いに,/lɒt/,3208035,She talks a lot.,彼女はよく話します。,1623208
lot,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lot,"《通例 a をつけて》たくさん, 多量, 多数",,"《通例 a をつけて》たくさん, 多量, 多数",/lɑt/,9714702,A lot of people are coming to the party tonight.,今夜、たくさんの人々がパーティーに来ます。,6535372
love,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,love,"〈U〉(…に対する)愛,愛情《+for(of,to,toward)+名》 / 〈U〉《時にa~》(物事に対する)強い好み,愛好《+of(for)+名》 / 〈U〉恋愛 / 〈C〉《my~》愛人,恋人 / 《夫・妻子・愛人に呼びかけて》おまえ,あなた / 〈C〉愛好するもの /",,"〈U〉(…に対する)愛,愛情《+for(of,to,toward)+名》 / 〈U〉《時にa~》(物事に対する)強い好み,愛好《+of(for)+名》 / 〈U〉恋愛 / 〈C〉《my~》愛人,恋人 / 《夫・妻子・愛人に呼びかけて》おまえ,あなた / 〈C〉愛好するもの /",/lʌv/,3208034,I fell in love with my best friend.,私は親友に恋をした。,1623207
love,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,love,"〈C〉(テニスで)零点  / …を愛する  / 〈物事〉‘が'大好きである  / …‘に'恋する,ほれる  / 愛する;恋する",,"〈C〉(テニスで)零点  / …を愛する  / 〈物事〉‘が'大好きである  / …‘に'恋する,ほれる  / 愛する;恋する",/lʌv/,25102,I love playing tennis.,私はテニスをするのが大好きです。,3001019
lovely,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lovely,"美しい, かわいらしい / 《話》すばらしい, 愉快な /",,"美しい, かわいらしい / 《話》すばらしい, 愉快な /",/ˈlʌvli/,25114,She was wearing a lovely dress.,彼女は素敵なドレスを着ていた。,1624442
luck,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,luck,"〈U〉運, 巡り合わせ  / 幸運",,"〈U〉運, 巡り合わせ  / 幸運",/lʌk/,25211,I need luck to pass the exam.,試験に合格するために運が必要だ。,1624443
lucky,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,lucky,"幸運の,運のよい  / 幸運をもたらす",,"幸運の,運のよい  / 幸運をもたらす",/'lʌki/,25215,He was lucky to be alive.,彼は生きていて幸運だった。,1623541
lunch,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,lunch,"〈U〉昼食  / 〈C〉〈U〉  / 軽食,弁当",,"〈U〉昼食  / 〈C〉〈U〉  / 軽食,弁当",/lʌntʃ/,25267,Let's go out for lunch.,お昼に外で食べに行こう！,1623542
'm,be-verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,'m,[[am]]の短縮形,,[[am]]の短縮形,/m/,2873,I'm going to the store.,私は店に行くつもりです。,1623068
machine,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Daily life",,machine,"機械  / 自動車,飛行機,自転車  / 加えられた力を強めたり方向を変えたりする機械(器具);てこ,滑車,くさび,斜面など  / 組織,(特に)派閥  / (自主性も意欲もない)機械のような人,機械的に働く人",,"機械  / 自動車,飛行機,自転車  / 加えられた力を強めたり方向を変えたりする機械(器具);てこ,滑車,くさび,斜面など  / 組織,(特に)派閥  / (自主性も意欲もない)機械のような人,機械的に働く人",/məˈʃiːn/,25396,The company produces machines for industrial use.,会社は産業用の機械を製造しています。,1623543
magazine,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Free time, entertainment",,magazine,"雑誌  / 武器弾薬庫,火薬庫  / (連発銃の)弾倉  / (カメラの)フイルム巻き取り枠",,"雑誌  / 武器弾薬庫,火薬庫  / (連発銃の)弾倉  / (カメラの)フイルム巻き取り枠",/mæɡəˈziːn/,25453,I bought an interesting magazine in the bookstore.,私は書店で面白い雑誌を買った。,1623544
mail,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Services",,mail,〈U〉郵便 / (1回に配達または投函される) 郵便物,,〈U〉郵便 / (1回に配達または投函される) 郵便物,/meɪl/,25536,I received an email from my friend.,友達からメールを受け取りました。,1623545
make,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,make,"〈他〉を作る / を整える / 《行為・動作を表す名詞を目的語にして》…をする, を行う / (ある状態・形態に)…をする / ...になる",,"〈他〉を作る / を整える / 《行為・動作を表す名詞を目的語にして》…をする, を行う / (ある状態・形態に)…をする / ...になる",/meɪk/,25593,I'm making a cake.,私はケーキを作っています。,1623546
man,noun,"CoreInventory_1: Personal information

CoreInventory 2: 

Threshold: Personal identification",,man,"〈C〉(成人の) 男 / 〈U〉人類, 人 /",,"〈C〉(成人の) 男 / 〈U〉人類, 人 /",/mæn/,25688,The old man walked slowly down the street.,老人はゆっくりと通りを歩いていった。,1623547
many,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,many,"多くの,たくさんの,多数の / 《〜 a(an)…の形で》《文》《単数名詞を従えて》多くの,多数の",,"多くの,たくさんの,多数の / 《〜 a(an)…の形で》《文》《単数名詞を従えて》多くの,多数の",/'mɛni/,25831,Many people enjoy going to the beach during the summer.,多くの人々が夏にビーチに行くことを楽しんでいます。,3001193
