cefr,headword,pos,first_meaning,meaning_raw,issues
B1,goodness,interjection,神,《godの婉曲表現》神,too_short
B1,goods,noun,財産,"(不動産以外の)財産,(金・証券以外の)動産  / 商品,品物  / 《米》反物,織物  / 《英》(鉄道で運ばれる)貨物",
B1,gorgeous,adjective,豪華な,"『豪華な』,きらびやかな,華麗な / 《話》とても美しい,魅力的な",
B1,gorilla,noun,ゴリラ,ゴリラ,
B1,gossip,noun,うわさ話,"(特に他人の私事についての)うわさ話  / 〈U〉(新聞などの)ゴシップ,閑話  / 〈C〉うわさ話の好きな人,おしゃべりな人",
B1,govern,verb,を治める,"(国・国民)を治める, を統治する / (学校など)を管理する / (行動など)を左右する, に影響を与える / 治める",
B1,governor,noun,知事,"〈C〉(米国の州の) 知事 / (植民地・属領などの) 総督 / (協会・銀行などの)総裁,理事",
B1,gown,noun,ガウン,"『ガウン』(特に夜会・公式の席などで着用する婦人用の長いドレス) / (裁判官・教授などの職業・身分などを表す)正服 / ガウン,室内着(nightgown, dressing gownなの総称)",
B1,grab,verb,…をぎゅっとつかむ,"…‘を'ぎゅっとつかむ,ひったくる / (…を)ひっつかむ《+at+名》;(…に)さっと手を伸ばす《+for+名》 / 不意につかむ / 取り込む / 横取りする / 逮捕する / (人の心)をとらえる,〈人に〉強い印象を与える / を軽く飲み(食い)する / 〈...を〉大急ぎで取る,利用する",has_dots
B1,graceful,adjective,優雅な,"(姿・態度などが)『優雅な』,『上品な』,しとやかな",
B1,graduate,noun,卒業生,卒業生,
B1,graduation,noun,卒業,"〈U〉卒業(《英》では大学の卒業に限る)  / 〈C〉《米》卒業式  / 〈C〉(計器などの)目盛リ,度盛リ",
B1,grant,noun,補助金,"〈C〉《...への》補助金, 奨学金《to ...》 / 〈U〉《…の》授与,交付, 承認《of ...》",
B1,grant,verb,をかなえる,〈願いなど〉をかなえる / 《文》(特に正式に)〈許可など〉を与える / 〈事柄など〉を認める,
B1,graph,noun,グラフ,"グラフ,図表",
B1,graphic,adjective,生々しい,"生々しい, 詳細な / 画像の, 図表を用いた",
B1,graphics,noun,製図法,《単数扱い》製図法  / 《複数扱い》=graphic arts,
B1,gratitude,noun,感謝,"(…に対する)『感謝』[の気持ち]《+『to』+『名』〈人〉,+『for』+『名』〈事〉》",
B1,grave,noun,墓穴,"〈C〉墓穴 / (一般に)埋葬所, 墓 / 《しばしばthe ~》死, 滅亡",
B1,gravy,noun,グレービー,"グレービー(肉を焼くときに出る肉汁,またそれをもとにして作った肉汁ソース) / 《俗》楽に手に入った金,あぶく銭",
B1,greenhouse,noun,温室,温室,
B1,greeting,noun,あいさつ,"〈C〉(会ったときの)『あいさつ』,あいさつの言葉 / 《複数形で》(手紙などの)『あいさつの言葉』;(…から…への)よろしくとのあいさつ《+『from』+『名』+『to』+『名』》",
B1,grill,noun,焼き網,"〈C〉(肉・魚などの)焼き網  / 焼き肉,焼き魚",
B1,grill,verb,を焼き網で焼く,〈肉・魚など〉を焼き網で焼く / 〈容疑者など〉を厳しく尋問する / (火で)焼ける,
B1,groom,noun,新郎 =bridegroom,新郎 =bridegroom /『馬丁』,has_ascii_letter;eq_only
B1,ground floor,noun,一階,(建物の)一階,
B1,group,verb,…を一群に集める,"…‘を'一群に集める,一団にする《+名+together》  / (系統的に)…‘を'分類する,調和よく配合する《+名+together》  / 集まる,群(集団)をなす",has_dots
B1,grouping,noun,グループに分けること,"グループに分けること;分類法 / (集まった物の)配置,配合",
B1,growth,noun,成長,"〈U〉成長,発展,発達,増大,増加,栽培,培養 (of) / 〈C〉生長物,発生物 〈草木・ひげ・つめなど〉 / 腫瘍",
B1,guarantee,noun,保証,〈C〉(商品に対する品質・修理・期間などの) 保証 / 保証書,
B1,guess,noun,推測,"〈C〉《...についての》推測,推量《at, about, as to ..., wh-節》",
B1,guidance,noun,指導,"指導;案内;指揮  / (児童・生徒の)指導,ガイダンス  / (宇宙船・ミサイルなどの)誘導[装置]",
B1,guide,noun,指導者,"〈C〉指導者, 案内人 / 指標, 道しるべ / 旅行案内 / 《…の》手引き, 入門書《to ...》",
B1,guide,verb,を案内する,〈人〉を案内する / 《…のことで》〈人〉に助言する《in ...》 / 〈仕事・行動など〉を監督する,
B1,guilt,noun,有罪,"『有罪』;『罪』;犯罪[行為] / 罪の意識,やましさ",
B1,guilty,adjective,罪を犯した,"罪を犯した  / 有罪の宣告を受けた  / やましい,身に覚えのある",
B1,guitarist,noun,ギタリスト,ギタリスト,
B1,gym,noun,=gymnasium l,〈C〉=gymnasium l  / 〈U〉(学科目の)体操(gymnastics),has_ascii_letter;eq_only
B1,gymnastics,noun,体操,『体操』 / 体育学[科],
B1,habitat,noun,産地,"(動・植物の)産地,生息地",
B1,hairdresser,noun,美容院,"美容院,理髪師,美容師",
B1,hairdryer,noun,ヘアドライヤー,ヘアドライヤー,
B1,half,adverb,半時間だけ,"半時間だけ,30分だけ  / 不完全に  / かなり,ほとんど",
B1,hammer,noun,金づち,"『金づち』,ハンマー / ハンマーに似た物,(銃の)撃鉄,(ピアノの弦を打つフェルトの)つち,(競売人の)木づち,(ベる・ゴングなどの)打ち子 / (ハンマー投げの)ハンマー / (耳の中の)槌骨(ついこつ)",
B1,hand-held,adjective,手に持てる大きさの,手に持てる大きさの，携帯用の,
B1,handball,noun,ハンドボール,〈U〉ハンドボール / 〈C〉ハンドボール用のボール,
B1,handkerchief,noun,ハンカチ,ハンカチ / 《古》ネッカチーフ,
B1,handle,verb,に手で触れる,に手で触れる / を扱う / (自動車などが) 操縦できる,
B1,handshake,noun,握手,握手,
B1,handwriting,noun,肉筆,"〈U〉肉筆,手書き / 〈C〉〈U〉筆跡,書体",
B1,handy,adjective,取り扱いに便利な,"取り扱いに便利な,手ごろな,重宝な  / 《話》すぐ手元の,すぐ使える(at hand)  / (人が)器用な,手先の達者な;(…を)巧みに使う《+at(about, with)+名》",
B1,hang,verb,…を掛ける,"《通例副詞[句]を伴って》(…に)…‘を'掛ける,下げる,つるす  / (ちょうつがいなどで)〈ドアなど〉‘を'取り付ける《+名+on+名》  / …‘を'絞殺する;(犯罪で)…‘を'絞首刑にする  / 《話》《damnの遠回しな語として,ののしりの言葉や強意表現に用いて》  / 〈頭など〉‘を'垂れる  / (絵などで)〈部屋・壁など〉‘を'飾る,覆う《+名+with+名》;〈壁紙など〉‘を'壁",has_dots
B1,hanging,adjective,絞首刑に値する,"絞首刑に値する / 掛かっている,ぶら下がった",
B1,harbor,noun,港,"〈U〉港 / 避難所,隠れ場所",too_short
B1,hard-working,adjective,勤勉な,"勤勉な, 働き者の",
B1,hardship,noun,辛苦,"〈U〉『辛苦』,苦難,難儀 / 〈C〉難事",
B1,harness,noun,馬具,"『馬具』,引き具",
B1,hasty,adjective,急ぎの,"『急ぎの』,急な,せわしい / 『早まった』,せっかちな",
B1,hatch,noun,半戸,"(上下に仕切ったドアの)半戸,下とびら / (また『hatchway』)(船・飛行機の)『昇降口』,ハッチ / (壁に取りつけた)配膳窓,格子口",
B1,hate,noun,憎しみ,"憎しみ,憎悪(hatred)",
B1,hatred,noun,憎しみ,"(…に対する)『憎しみ』,憎悪,《話》大嫌い《+『of』(『for』)+『名』》",
B1,haunt,noun,人がよく行く場所,"〈C〉人がよく行く場所,人の集まる所",
B1,haven,noun,安全な所,"安全な所,避難場所 / 《まれ》港",
B1,hazard,noun,危険,"〈C〉危険, 冒険 / 《...にとっての》 危険物 《to ...》 / 障害物",
B1,headline,noun,見出し,"(新聞などの)見出し,表題  / 《複数形で》(ニュース放送の)おもな項目",
B1,heal,verb,を直す,"〈傷など〉‘を'直す / 〈悩み・不和など〉‘を'いやす,治める / 〈傷などが〉直る《+『up』(over』)》",
B1,healing,adjective,治療の,"《医》治療の / 《医》回復中の,治癒しつつある,回復する / 癒しの",
B1,hearing,noun,聴力,"〈U〉『聴力』,聴覚 / 〈U〉〈C〉(…を)『聞くこと』,(…の)聞き取り《+『of』+『名』》/〈C〉聞いてもらう機会,聞いてやること / 聴取 / 聴聞会 / 〈C〉(法廷などでの)尋問,審問,(刑罰の減免を求める)釈明,意見陳述 / 〈U〉聞こえる距離(範囲)",
B1,heart attack,noun,心臓発作,"心臓発作,心臓まひ",
B1,hearted,adjective,「…の心を持った」「心が…の」の意を表す,「…の心を持った」「心が…の」の意を表す,has_dots
B1,hearty,adjective,心のこもった,"『心のこもった』,親切な,温かい / 元気な,達者な / (食事が)たくさんの;栄養のある",
B1,heat,verb,を熱する,"を熱する, を暖める / を興奮させる / 熱くなる, 暖まる",
B1,heater,noun,暖房装置,"(ストーブ・スチームなどの)暖房装置,ヒーター",
B1,heaven,noun,天,"〈C〉《通例複数形で》『天』,『空』 / 〈U〉(神・天使などが住む)天国,極楽 / 〈U〉《H-》『神』(God) / 〈C〉〈U〉《話》天国のような場所;非常な幸せ",too_short
B1,heavenly,adjective,天の,"《名詞の前にのみ用いて》『天の』,空の / 《名詞の前にのみ用いて》天国の[ような],天来の / 《話》楽しい;美しい",
B1,heel,noun,かかと,"(人間の足の)『かかと』 / (人間以外の脊椎(せきつい)動物の)かかと / (手首に近い)手のひらの縁の肉の盛り上がった部分 / (靴・靴下などの)かかとを包む部分 / (靴の裏の)かかと,ヒール;《複数形で》ヒールのついた靴;ハイヒール / (形・用途・位置などの)かかと状のもの / 《おもに米俗》卑劣な男",
B1,height,noun,高さ,"〈U〉(物の)高さ《+of+名》  / 〈U〉《時にa~》(一定の平面からの)高さ,海抜,標高  / 〈U〉〈C〉身長  / 〈C〉《しばしば複数形で単数扱い》高い所,高台  / 〈C〉《the~》絶頂,極致,まっ最中",
B1,helmet,noun,ヘルメット,"(軍人やアメリカンフットボール,ホッケーなどの運動選手,消防夫,坑夫などが頭を保護するためにかぶる)ヘルメット,鉄かぶと  / (中世の武士が用いた)かぶと  / (フェンシングの)面",
B1,helpless,adjective,自分の始末ができない,"(病人・赤ん坊などが)『自分の始末ができない』,自分で用が足せない / (人・努力などが)『役に立たない』,無力な / (人が)救い(助け,保護)の得られない / (表情などが)当惑した,途方に暮れた",
B1,herd,noun,群れ,(動物の)『群れ』《+『of』+『名』》 / 《軽べつして》[the ～] 民衆，下層民《a herdとして》大ぜい(の…)《+『of』+『名』》,
B1,hesitate,verb,ためらう,"ためらう,ちゅうちょする  / 口ごもる,どもる",
B1,hidden,adjective,隠された,"隠された,隠れた,秘密の",
B1,highlight,verb,を最も明るくする,を最も明るくする / を強調する,
B1,highly,adverb,高度に,"高度に, 非常に / 高い位に / 高価に",
B1,hip,noun,腰,"〈C〉腰,背骨, ヒップ",too_short
B1,hire,verb,を雇う,を雇う / を借りる,
B1,historian,noun,歴史家,"〈C〉歴史家, 歴史学者",
B1,historic,adjective,歴史に残る,"歴史に残る,歴史的,歴史上有名な,歴史上重要な；記録のある,歴史時代の",
B1,historical,adjective,歴史の,"歴史の,史学の  / 史実の基づく,歴史上の",
B1,hit,noun,打撃,〈C〉打撃,
B1,holy,adjective,神聖な,"『神聖な』,神にささげられた / 信仰のある,神に身をささげた / 《俗》ひどい,はなはだしい",
B1,homeless,adjective,家のない,家のない,
B1,honest,adjective,正直な,正直な；信頼できる；誠実さのある；本物の,
B1,honestly,adverb,正直に,正直に,
B1,honesty,noun,正直,"『正直』,実直,誠実",
B1,honeymoon,noun,新婚旅行,"新婚旅行(休暇),ハネムーン / 蜜月;幸福な期間",
B1,hop,noun,ぴょんぴょんと跳ぶこと,"ぴょんぴょんと跳ぶこと,跳躍 / 《話》(飛行機の)飛行;一航程 / 《話》ダンス,ダンスパーティー / 《話》(ボールの)バウンド / ホップ",
B1,hope,verb,を望む,"を望む, を期待する / 《I ~ that節》〈私は〉…だと思う / 《...を》望む, 期待する《for ...》",
B1,hopeful,adjective,希望に満ちた,"『希望に満ちた』 / 『有望な』,見込みのある,末たのもしい",
B1,hopefully,adverb,願わくば,"願わくば, うまくいけば / 希望を持って",
B1,hopeless,adjective,希望を失った,"希望を失った  / (物事が)望み(見込み)のない, 絶望的な / 《話》どうしようもない, 仕方がない, 役に立たない",
B1,horizon,noun,地平線,"地平線,水平線  / (知識・関心・経験などの)限界,範囲,視野《+of+名》",
B1,horn,noun,角,"〈C〉(牛・羊・ヤギ・シカなどの)『角』;(カタツムリの)触角;(ミミズクの)耳 / 〈U〉(細工の材料としての)角 / 〈C〉角製の物,角笛 / 〈C〉『警笛』 / 〈C〉ホルン(金管楽器で,初めは動物の角で作ったが,現在は金属やプラスチックで作る);フレンチホルモン(French horn);《俗》トランペット / 〈C〉角状のもの;新月(三日月)のとがった先端",too_short
B1,horrible,adjective,恐ろしい,"恐ろしい,身の毛のよだつ  / 《話》ひどくいやな;ひどい",
B1,horrify,verb,…をぞっとさせる,"…‘を'ぞっとさせる,こゎがらせる(frighten) / 《階》…‘を'あきれさせる",has_dots
B1,hostel,noun,宿泊施設,(学生などのための)宿泊施設 / =youth hostel,
B1,household,noun,家庭,家庭 / 世帯 / 家族,
B1,housework,noun,家事,家事(洗たく・アイロンかけ・掃除・料理など),
B1,huge,adjective,巨大な,"巨大な,莫大な",
B1,human,noun,人間,〈C〉《複数形》(動物に怠して)人間(human being)  /　〈U〉《the human》人類,
B1,humanity,noun,人間性,"〈U〉『人間性』,人間らしさ / 《集合的に》《単数・複数扱い》『人類』,人間(human beings) / 〈U〉『人道』,人情味,親切(kindness);〈C〉慈善行為 / 《the humanities》(ギリシア・ローマの)古典文学;一般教養,人文科学",
B1,humid,adjective,湿気のある,"(空気・天候などが)湿気のある,湿っぽい(damp)",
B1,humor,noun,ユーモア,"〈U〉ユーモア, おかしさ / 〈C〉《…の》気分《for ...》",
B1,humorous,adjective,こっけいな,"『こっけいな』(funny),おかしい(comical);ユーモアのある,ユーモアが分かる",
B1,hunger,noun,飢え,"〈U〉飢え,空腹  / 〈C〉《単数形で》(…に対する)渇望,熱望《+for(after)+名》",
B1,hunt,noun,狩り,"狩り,狩猟;《英》キツネ狩り  / 狩猟隊(会)  / (…の)捜索;追求《+for+名》",
B1,hunt,verb,を狩る,"〈野生の鳥・動物〉‘を'狩る,〈獲物のいる場所〉‘を'狩る,〈馬・犬など》‘を'狩猟に使う  / 〈物・仕事など〉‘を'捜す,見つけようとする  / (…を求めて)〈場所〉‘を'くまなく捜す《+名+for+名》  / (…から)…‘を'迫いやる《+名+away(+away+名)+from(off, out of)+名》  / 狩りをする  / (…を)捜し求める《+for(after)+名》  /",
B1,hurriedly,adverb,急遽,急遽 / 慌しく,
B1,hurt,adjective,けがをした,けがをした,
B1,hut,noun,小屋,"(丸太などで造った)『小屋』,仮小屋,ヒュッテ",
B1,ice hockey,noun,アイスホッケー,アイスホッケー,
B1,ice skating,noun,アイススケート,アイススケート,
B1,identity,noun,同一であること,"〈U〉同一であること  / 〈C〉〈U〉(人・物の)身元,正体  / 〈C〉独自性,個性",
B1,identity card,noun,身分証明書,身分証明書,
B1,idiom,noun,慣用語法,"〈C〉『慣用語法』,熟語 / 〈U〉(ある言語の)語法;(ある民族・地方の)方言,なまり(dialect);(美術・音楽などの)作風",
B1,idol,noun,偶像,"『偶像』,偶像神 / 『アイドル』,崇拝される人(物)",
B1,ignore,verb,…を無視する,"…‘を'無視する,顧みない",has_dots
B1,illegally,adverb,違法に、不法に、不正に,違法に、不法に、不正に,
B1,illness,noun,病気,"(心身の)病気,不健康",
B1,illuminate,verb,…を照らす,"…‘を'『照らす』,照明する,明るくする / …‘を'『照明で飾る』 / …‘を'明らかにする,解明する / 〈ページ・写本など〉‘を'色模様(飾り字)で飾る",has_dots
B1,imaginary,adjective,想像の,"『想像』[『上』]『の』,仮空の,実在しない",
B1,imitate,verb,…を見習う,"…‘を'『見習う』,手本にする / …‘の'『まねをする』 / …‘を'『模写(模造)する』,‘に'似せて作る",has_dots
B1,immediate,adjective,即座の,"即座の,即時の, すぐの, 早急な / 当面の, 当座の / (時間・空間的に)すぐ近くの  / 直接の,じかの([[direct]])",
B1,immediately,adverb,ただちに,"ただちに,即座に,すぐに / 直接に,じかに / ...するや否や",
B1,immigrate,verb,移住する,"(外国から…へ)移住する,入植する《+『to』(『into』)+『名』+『from』+『名』》",
B1,immigration,noun,移住,〈U〉移住,
B1,impair,verb,を損なう,"(健康・視力など)を損なう, (判断力など)を弱める",
B1,impression,noun,印象,"〈C〉〈U〉(…に与える)印象,感銘《+on(upon)+名》  / 〈C〉〈U〉(人・物についての)感じ《+of+名》  / 〈U〉(漠然とした)感じ,考え  / 〈C〉(圧力などでできた)(…の)跡,刻印,印(mark)《+of+名》  / 〈C〉(…の)まね《+of+名》  / 〈C〉印刷,刷り;(原版の)…刷",
B1,impressive,adjective,印象的な,"印象的な / 強い印象を与える, 強い感銘を与える",
B1,improper,adjective,ふさわしくない,"『ふさわしくない』,不適当な,誤った / 無作法な(indecent);下品な,なだらな",
B1,improvement,noun,改良,"〈C〉《...の》 改良, 改善, 進歩, 上達 《of ...》 / 〈C〉改良点, 改善点",
B1,incident,noun,出来事,"〈C〉出来事, 事件, 騒ぎ",
B1,including,preposition,…を含んで,"…を含んで,入れて",has_dots
B1,income,noun,収入,"〈U〉(一定の) 収入, 所得",
B1,inconvenient,adjective,不便な,"『不便な』,不自由な,迷惑な,都合の悪い",
B1,incorrect,adjective,不正確な,不正確な；誤った；適切でない,
B1,increase,noun,増加,"(…の)増加,増大;〈C〉増加量(額)《+of(in,on)+名》",
B1,increasingly,adverb,ますます,"ますます, だんだん",
B1,incredible,adjective,信じられない,"信じられない,信用できない  / 途方もない,驚くべき(surprising)",
B1,incredibly,adverb,信じられないほどに,信じられないほどに / 《くだけて》 ものすごく,
B1,indefinite article,noun,不定冠詞,"不定冠詞(a, an)",
B1,independent,adjective,頼らない,"(他に)頼らない,依存しない  / 独立したほかの支配(影響)を受けない  / 関係(関連)がない,独自の  / (収入・資産が)働かなくても暮らせるだけの",
B1,indirect,adjective,真っすぐでない,"(道などが)真っすぐでない,回り道の  / (話し方が)遠回しの,率直でない  / (結果などが)間接的な,二次的な",
B1,indirectly,adverb,間接に,"間接に,遠回しに",
B1,individual,adjective,個々の,"《名詞の前にのみ用いて》個々の,個別の(separate)  / 《名詞の前にのみ用いて》個人的な,一個人の  / 独特の",
B1,indoors,adverb,室内に,"『室内に』(『で』),『屋内に』(『で』)",
B1,industrial,adjective,産業の,"産業(工業)の,産業(工業)による  / 高度に発達した産業(工業)を持つ  / 産業(工業)用の",
B1,industry,noun,産業,"〈U〉(一般に)産業  / 〈C〉(特定分野の)事業,実業,生事業  / 〈U〉勤勉",
B1,inevitable,adjective,必然的な,"必然的な,免れられない",
B1,infection,noun,伝染,〈U〉伝染 / 感染〈C〉伝染病,
B1,infinitive,noun,不定詞,『不定詞』(動詞形の一つで人称・数・時制によって変化しないもの),
B1,inform,verb,に知らせる,"《...を》〈人〉に知らせる《of ...》 / 《...の》情報を提供する, 《...を》密告する《on, upon, against ...》",
B1,informative,adjective,有益な,有益な；知識（情報）を与える,
B1,ingredient,noun,成分,〈C〉成分/ 原料 / 構成要素,
B1,inhabitant,noun,住人,"『住人』,居住者,生息するもの",
B1,inhale,verb,を吸い込む,〈空気など〉‘を'吸い込む / 息(たばこの煙)を吸い込む,
B1,initial,noun,最初の文字,"(語の)最初の文字  / 《複数形で》(姓名の)かしら文字,イニシャル",
B1,initially,adverb,当初,"当初,初め,もともと / 初めは",
B1,inject,verb,注射する、注入する,注射する、注入する,
B1,injury,noun,負傷,"負傷,損害,損傷  / (名誉などを)傷つけること,侮辱《+to+名》",
B1,ink,noun,のインク,(筆記用・印刷用)のインク,
B1,innermost,adjective,いちばん奥の,"いちばん奥の,最も深い,心の奥底の",
B1,innocent,adjective,無罪の,"(人が)無罪の, 潔白な / (心の)純潔な,無邪気な",
B1,innovator,noun,革新者,革新者,
B1,inquiry,noun,質問,"〈C〉《...についての》質問, 問い合わせ《about ...》 /  《...の》調査, 研究《into, about ...》 / 〈U〉照会",
B1,insane,adjective,狂気の,"狂気の,正気でない / 精神異常者のための / 気違いじみた,非常識な,とっぴな",
B1,inscribe,verb,を記す,"(物・心などに)〈言葉・文字など〉‘を'記す,彫る,刻む,書く《+『名+on(in)+名』》 / (言葉・文字などを)〈物・心など〉‘に'記す,彫る,刻む,書く《+『名+with+名』〈言葉・文字など〉》 / (人に)〈著作・写真など〉‘を'署名して贈る(献呈する)《+『名+to(for)+名〈人〉』》",
B1,inscription,noun,記すこと,"〈U〉記す(刻む)こと,銘刻 / 〈C〉『銘,碑文』;(貨幣などの)刻銘 / 〈C〉(寄贈図書などの)献呈の辞",
B1,insight,noun,洞察,"〈C〉洞察, 洞察力 / 《...を》見通す力《into ...》",
B1,insist,verb,...と強く要求する,...と強く要求する / ...と主張する / 強く要求する / 《...を》 主張する 《on ...》,
B1,inspection,noun,調査,"調査, 検査",
B1,inspire,verb,引き起こす,"引き起こす, 刺激を与える, 活気を与える / を鼓舞する / 《...に》 (考え・感情) を呼び起こす《in ...》 / 《...を》に呼び起こす《with ...》 / 空気を吸う",
B1,install,verb,を取り付ける,"〈装置など〉を取り付ける, を設備する / 〈人〉を就任させる, ...の就任式を行う  / ...を席につかせる",
B1,instance,noun,例,"〈C〉例, 実例 / 場合",too_short
B1,instead of,preposition,...の代わりに,"...の代わりに, ...ではなくて, ...どころか",
B1,institute,noun,機関,"〈C〉機関,協会,大学",
B1,instruction,noun,指導,"〈U〉《...の》 指導；教育 《in ...》 / 命令,指図",
B1,instructor,noun,教師,"教師,指導者  / 《米》(大学の)専任講師(assistant professorの下位の職)",
B1,insurance,noun,保険,"〈U〉保険 / 保険金 / 〈C〉予防手段, 保護手段",
B1,intend,verb,...を意図する,"...を意図する, のつもりである",
B1,intense,adjective,激しい,"(感情・性質などが)激しい,強烈な,熱心な",
B1,intensive,adjective,集中的な,集中的な,
B1,intention,noun,意図,〈U〉〈C〉意図 / 〈C〉意図したもの,
B1,intentionally,adverb,故意に,"故意に, 意図的に",
B1,interact,verb,相互に作用する,"《...と》相互に作用する, 影響し合う, 交流する《with ...》",
B1,interaction,noun,相互作用,相互作用,
B1,interest,verb,に興味を持たせる,《...に》〈人〉に興味を持たせる《in ...》,
B1,intermediate,adjective,中級の,"中級の,中間の",
B1,intermission,noun,合い間,"(でき事・活動などの)合い間,活動停止期間 / 《おもに米》(演劇・映画・音楽会などの)休憩時間 / 中断,休止",
B1,internal,adjective,内側の,"内側の,内部にある  / 国内の(domestic)  / 内からとる,内用の",
B1,internationally,adverb,国際的に,国際的に； 国際間で；国際上,
B1,interrupt,verb,中断する,"中断する,割り込む,遮る",
B1,interval,noun,間の時間,"(事と事の)間の時間,合い間;(物と物の)間の空間,間隔  / 《英》=intermission  / 音程",
B1,interview,verb,に面接する,"(…について)〈人〉‘に'面接する;〈人〉‘を'訪問して対談する,‘と'会見する《+名〈人〉+about+名(doing)》",
B1,interviewee,noun,インタビューされる人,"インタビューされる人,面接を受ける人",
B1,introduction,noun,紹介すること,"〈U〉〈C〉(…に人を)紹介すること《+of+名〈人〉+to+名》  / 〈U〉(…に物・事を)紹介すること,取り入れること《+of+名+into(to, among)+名》  / 〈C〉(本論・主題に入る前の)序論,序説  / 〈C〉(…への)入門[書]《+to+名》",
B1,invasion,noun,侵入,"(敵軍の)侵入,侵略《+of+名》  / (人・物の)殺到;(災害などの)襲来《+of+名》  / (権利などの)侵害《+of+名》",
B1,invest,verb,を投資する,(…に)〈金など〉‘を'投資する《+名+in+名》  / (…に)〈時間・努力など〉‘を'つぎ込む《+名+in+名(doing)》  / 《しばしば受動態で》(権力などを)〈人〉‘に'付与する《+名+with+名》  / 〈人〉‘を'就任させる  / (性質・特質などを)〈人・物〉‘に'帯びさせる《+名+with+名》;(人・物に)〈性質・特質など〉‘を'付与する《+名+in+名》  / 《文》〈,
B1,investigation,noun,調査,"〈C〉〈U〉《...の》調査, 取り調べ, 研究《of, into ...》",
B1,invitation,noun,招待,"〈U〉〈C〉招待,案内  / 〈C〉(…への)招待状《+to+名》  / 〈C〉(…を)勧誘(誘惑)するもの《+to+名》",
B1,involuntarily,adverb,いやいやながら,いやいやながら;無意識に,
B1,involve,verb,...を伴う,"...を伴う / 《...に》〈人〉を巻き込む, ...を関与させる《in ...》 / 《Aに》を夢中にさせる《be ~ in,with A》",
B1,involved,adjective,複雑な,"(思想・議論などが)複雑な,(文章・事態などが)込み入った / 関係がある;(…と)かかわり合いがある,(性的に)関係している《+『with』+『名』》",
B1,iron,noun,鉄,"〈U〉鉄 / 鉄のようなこと〈C〉鉄製の器具 / アイロン / 手かせ,足かせ",too_short
B1,iron,verb,アイロンをかける,アイロンをかける / にアイロンをかける,
B1,ironing,noun,アイロンかけ,アイロンかけ / アイロンかけをした(をする)衣類,
B1,irregular,adjective,不規則な,"不規則な,不定期の,でこぼこな",
B1,irritate,verb,を怒らせる,"を怒らせる, をいらだたせる / を刺激する / に炎症を起こす / いらいらする",
B1,isle,noun,島,《詩》島(island),too_short
B1,isolation,noun,孤立,"孤立;隔離,分離",
B1,ivory,noun,象牙,〈U〉『象牙』(ぞうげ) / 〈C〉《しばしば複数形で》象牙製の物 / 〈U〉象牙色,
B1,jade,noun,玉,"玉(ぎょく),ひすい / ひすい色,緑色 / やせ馬, 駄馬 /《軽べつして,またおどけて》女",too_short
B1,jail,noun,刑務所,"〈C〉刑務所,牢獄,拘置所  / 〈U〉入獄,拘置",
B1,jar,noun,つぼ,"(広口の)『つぼ』,かめ,びん,ジャー / 一つぼ(びん)(の…)《+『of』+『名』》",
B1,jazz,noun,ジャズ,"〈U〉《音楽》ジャズ / 《俗》大ぼら,大うそ",
B1,jealous,adjective,嫉妬深い,"(人・言動などが)『嫉妬深い』;嫉妬による / 《補語にのみ用いて》(…を)ねたんで,うらやんで(envious)《+『of』+『名』》 / 用心深い,気を配る / 《まれ》(神が)他の神を信ずることを許さない",
B1,jewel,noun,宝石,"『宝石』(gem) / (宝石・貴金属などを使った)装身具 / 貴重な人(物),宝 / (時計などの軸受けに用いる)石",
B1,jog,verb,…を軽く揺り動かす,"…‘を'軽く揺り動かす;…‘を'ちょっと押す(突く)  / 〈記憶など〉‘を'呼び起こす,刺激する  / (特に健康法として)ゆっくり走る  / とぼとぼと歩き続ける《+on(along)》",has_dots
B1,jogging,noun,ジョギング,ジョギング(健康法としての軽いランニング),
B1,joint,adjective,共同の,共同の,
B1,joke,verb,冗談を言う,冗談を言う;冗談で言う,
B1,journal,noun,日誌,"〈C〉日誌, 日記 / 議事録,議事日誌 / 専門誌  (学会・専門職業などの)定期刊行物, 雑誌 / 新聞, (特に)日刊新聞",
B1,journalist,noun,ジャーナリスト、記者,ジャーナリスト、記者,
B1,judge,noun,裁判官,〈C〉裁判官 / 審査員 / 《...の》鑑定家《of ...》,
B1,judgment,noun,判断力,"〈U〉『判断力』,思慮,分別 / 〈U〉〈C〉(…についての)『判断』,判定;〈C〉(判断に基づく)見解《+『on』+『名』》 / 〈C〉〈U〉『判決』;(判決による)債務",
B1,jug,noun,水入れ,"〈C〉(コルク栓の付いた取っ手付きの細口の)水入れ,かめ,つぼ / 《英》(取っ手付きの広口の)水差し / 水差し一杯《の…》《of ...》 / 《the ~》《俗》刑務所",
B1,juicy,adjective,汁の多い,(果物などが)汁の多い / 《話》(スキャンダルなどが)興味しんしんの,
B1,jumper,noun,ジャンパー,"ジャンパー(水夫・工員などの作業衣) / 《英》ポタン・ファスナーがなく頭からかぶるようにして着る上着 / ジャンパードレス,ジャンパースカート(ブラウスの上などに着るそでなしのワンピース) / 《複数形で》子供の遊び着(rompers)",
B1,jungle,noun,密林,"《the~》(特に熱帯地方の)『密林』[地帯],ジャングル / 〈C〉(物の)ごたごたした集まり,からみ合ったもの《+『of』+『名』》 / 〈C〉非情な競争の場,激しい生存競争の場",
